6184,4482,8057,8849,4364,8630,7393,9621,8386,11543,11215,10922,287,7065,145,8551,994,715
216.0,844.0,1191.0,1148.0,536.0,581.0,529.0,614.0,210.0,535.0,23.0,1932.0,3769.0,328.0,1090.0,663.0,708.0,575.0
218.0,277.0,925.0,982.0,381.0,254.0,295.0,197.0,367.0,812.0,-463.0,1244.0,1525.0,435.0,677.0,681.0,701.0,561.0
122.0,128.0,1075.0,317.0,-237.0,-22.0,685.0,72.0,-44.0,-62.0,-1126.0,1877.0,2706.0,109.0,330.0,397.0,999.0,538.0
267.0,300.0,42.0,789.0,-221.0,468.0,669.0,48.0,209.0,646.0,-402.0,1408.0,3051.0,102.0,234.0,381.0,659.0,268.0
493.0,405.0,846.0,333.0,205.0,463.0,556.0,186.0,189.0,305.0,-879.0,1252.0,1690.0,306.0,925.0,355.0,813.0,329.0
249.0,63.0,748.0,493.0,354.0,-17.0,435.0,-256.0,184.0,513.0,-173.0,1205.0,574.0,214.0,474.0,662.0,1134.0,1045.0
65.0,237.0,349.0,1277.0,190.0,378.0,435.0,481.0,84.0,618.0,-43.0,2161.0,3151.0,132.0,589.0,499.0,696.0,345.0
453.0,380.0,959.0,681.0,646.0,336.0,522.0,370.0,398.0,595.0,-116.0,610.0,892.0,394.0,96.0,345.0,855.0,593.0
722.0,591.0,906.0,678.0,-106.0,920.0,1014.0,85.0,1163.0,-508.0,25.0,-7.0,2982.0,-12.0,375.0,2204.0,1150.0,64.0
500.0,209.0,856.0,489.0,114.0,452.0,506.0,-189.0,190.0,62.0,-626.0,673.0,3752.0,107.0,255.0,1318.0,779.0,194.0
188.0,203.0,412.0,321.0,282.0,494.0,340.0,187.0,286.0,978.0,-854.0,841.0,1424.0,303.0,560.0,403.0,592.0,453.0
356.0,182.0,717.0,-89.0,-83.0,441.0,462.0,-74.0,398.0,-14.0,-222.0,-115.0,2833.0,130.0,540.0,1821.0,736.0,184.0
436.0,271.0,497.0,710.0,417.0,130.0,502.0,-102.0,7.0,386.0,-602.0,922.0,1800.0,509.0,856.0,732.0,610.0,591.0
143.0,270.0,430.0,73.0,-484.0,203.0,379.0,-278.0,259.0,-394.0,-347.0,166.0,2367.0,75.0,503.0,1014.0,542.0,179.0
313.0,229.0,690.0,936.0,411.0,385.0,897.0,461.0,113.0,558.0,-428.0,621.0,2362.0,45.0,297.0,762.0,776.0,390.0
193.0,312.0,506.0,556.0,-19.0,300.0,730.0,-269.0,281.0,184.0,-745.0,772.0,1712.0,267.0,659.0,522.0,696.0,778.0
412.0,514.0,1084.0,596.0,-357.0,716.0,645.0,305.0,-20.0,241.0,-793.0,1737.0,3499.0,441.0,841.0,726.0,641.0,488.0
289.0,38.0,81.0,211.0,-109.0,332.0,281.0,-94.0,79.0,-397.0,-455.0,-525.0,797.0,23.0,158.0,602.0,383.0,4.0
106.0,257.0,533.0,367.0,-159.0,272.0,316.0,417.0,251.0,670.0,-510.0,1227.0,2716.0,229.0,601.0,590.0,571.0,372.0
306.0,330.0,701.0,2158.0,325.0,485.0,514.0,163.0,68.0,694.0,-796.0,850.0,2181.0,123.0,598.0,425.0,806.0,334.0
431.0,481.0,762.0,282.0,159.0,622.0,513.0,-166.0,418.0,106.0,-797.0,410.0,1213.0,468.0,584.0,764.0,825.0,699.0
201.0,177.0,868.0,582.0,280.0,339.0,639.0,346.0,76.0,729.0,-458.0,1570.0,3377.0,301.0,813.0,615.0,650.0,378.0
251.0,139.0,613.0,1236.0,272.0,198.0,797.0,134.0,625.0,703.0,-951.0,859.0,1390.0,316.0,-69.0,1236.0,1463.0,623.0
311.0,507.0,1516.0,1277.0,771.0,533.0,807.0,570.0,110.0,765.0,-467.0,1093.0,2890.0,278.0,425.0,780.0,613.0,377.0
355.0,386.0,1706.0,828.0,395.0,618.0,448.0,142.0,138.0,822.0,-500.0,1098.0,1935.0,224.0,598.0,456.0,743.0,439.0
322.0,489.0,793.0,916.0,475.0,588.0,837.0,224.0,85.0,900.0,-538.0,1162.0,3259.0,421.0,925.0,477.0,699.0,490.0
407.0,287.0,918.0,649.0,352.0,605.0,612.0,-142.0,-31.0,352.0,-475.0,1408.0,2267.0,446.0,775.0,821.0,566.0,588.0
-44.0,398.0,841.0,759.0,660.0,202.0,607.0,273.0,247.0,516.0,-213.0,457.0,1261.0,214.0,861.0,509.0,751.0,688.0
319.0,146.0,369.0,270.0,424.0,340.0,653.0,182.0,275.0,796.0,-555.0,732.0,1386.0,343.0,545.0,639.0,617.0,412.0
