6184,6929,8497,11215,8650,6543,8451,10922,994,8551,11063,145,983,287,11550,305,10693,592,7303,1375,770,1253,1333,548,9723,7184,1203,678
467.0,1453.0,2952.0,2090.0,1895.0,2204.0,657.0,3302.0,1149.0,866.0,1232.0,1497.0,441.0,1130.0,672.0,447.0,1914.0,1117.0,1330.0,1029.0,1138.0,712.0,1427.0,936.0,816.0,3733.0,1220.0,563.0
504.0,554.0,1957.0,1894.0,1698.0,1927.0,670.0,2406.0,1471.0,727.0,980.0,957.0,592.0,726.0,554.0,165.0,1854.0,856.0,1299.0,884.0,1459.0,1053.0,1186.0,854.0,812.0,1542.0,1146.0,600.0
156.0,372.0,513.0,943.0,1594.0,1160.0,-11.0,3083.0,1855.0,1236.0,998.0,449.0,803.0,80.0,540.0,380.0,1878.0,158.0,1618.0,572.0,934.0,1610.0,637.0,2309.0,671.0,4711.0,1926.0,885.0
59.0,259.0,469.0,214.0,1340.0,1860.0,956.0,1977.0,1722.0,648.0,693.0,447.0,622.0,-59.0,755.0,70.0,1191.0,402.0,1284.0,837.0,773.0,934.0,777.0,1402.0,527.0,2583.0,1002.0,282.0
288.0,388.0,1482.0,918.0,1453.0,1938.0,194.0,2535.0,1333.0,477.0,411.0,1334.0,592.0,378.0,347.0,182.0,1848.0,186.0,1178.0,1306.0,923.0,1015.0,1435.0,967.0,698.0,2020.0,1308.0,448.0
-25.0,245.0,797.0,1459.0,1252.0,1350.0,-280.0,3548.0,1777.0,1102.0,-77.0,651.0,1501.0,860.0,764.0,534.0,2730.0,355.0,1574.0,801.0,1059.0,2779.0,833.0,1168.0,380.0,2926.0,2430.0,1170.0
121.0,270.0,1415.0,1089.0,1688.0,2533.0,341.0,3233.0,1205.0,350.0,846.0,919.0,688.0,320.0,455.0,558.0,1817.0,595.0,1011.0,560.0,718.0,929.0,827.0,1118.0,724.0,3160.0,1071.0,369.0
157.0,519.0,2358.0,3201.0,1654.0,2582.0,615.0,3625.0,1124.0,680.0,-17.0,878.0,700.0,1217.0,292.0,229.0,1761.0,508.0,1239.0,1295.0,1155.0,1146.0,1447.0,534.0,674.0,1401.0,1053.0,695.0
293.0,214.0,1764.0,258.0,1065.0,1763.0,25.0,2416.0,1558.0,1810.0,238.0,1280.0,681.0,1028.0,387.0,-171.0,1935.0,208.0,1685.0,2548.0,3278.0,845.0,398.0,410.0,836.0,2974.0,4075.0,-4.0
450.0,221.0,1657.0,285.0,1188.0,1005.0,468.0,1816.0,1530.0,1366.0,900.0,810.0,786.0,-186.0,601.0,-60.0,1252.0,348.0,1276.0,1336.0,2038.0,732.0,600.0,1483.0,1115.0,4097.0,2536.0,194.0
207.0,217.0,999.0,487.0,1100.0,745.0,256.0,1189.0,1581.0,386.0,604.0,1264.0,264.0,238.0,282.0,221.0,1633.0,246.0,1063.0,1201.0,1273.0,752.0,1297.0,1358.0,917.0,2097.0,1461.0,535.0
