6185,4365,12148,299,942,1002,12448,1203,10532,1507,3740
757.0,1678.0,2422.0,4688.0,4071.0,2430.0,667.0,2281.0,13662.0,1048.0,2292.0
709.0,1988.0,2726.0,5194.0,3791.0,3647.0,852.0,2669.0,9110.0,908.0,1531.0
697.0,1694.0,2016.0,3860.0,2047.0,2063.0,860.0,1359.0,11634.0,1027.0,3466.0
696.0,1663.0,2258.0,3992.0,2234.0,2470.0,659.0,483.0,7300.0,352.0,2023.0
695.0,1627.0,2271.0,3615.0,2284.0,1944.0,689.0,1632.0,8806.0,881.0,1937.0
913.0,2023.0,2314.0,3978.0,2668.0,2178.0,746.0,3624.0,12290.0,1520.0,3148.0
594.0,1691.0,1698.0,3937.0,2792.0,2583.0,605.0,1724.0,10773.0,872.0,1625.0
769.0,1551.0,2203.0,4456.0,2777.0,3529.0,736.0,2255.0,9176.0,952.0,1211.0
720.0,1823.0,2238.0,4156.0,3028.0,4260.0,1580.0,5025.0,6911.0,553.0,3349.0
767.0,1820.0,2223.0,4249.0,2457.0,2539.0,924.0,2271.0,9799.0,920.0,3216.0
732.0,1512.0,1950.0,4116.0,2746.0,2794.0,749.0,1451.0,8153.0,897.0,2191.0
666.0,1883.0,2413.0,4950.0,2797.0,2235.0,1109.0,2413.0,7809.0,670.0,3832.0
809.0,2023.0,2472.0,4802.0,3224.0,3359.0,1241.0,1992.0,8387.0,984.0,2305.0
687.0,1741.0,1847.0,3921.0,2627.0,2184.0,689.0,1545.0,7645.0,-376.0,2488.0
718.0,1949.0,1970.0,4132.0,2514.0,3661.0,968.0,424.0,10067.0,670.0,3241.0
754.0,1851.0,2306.0,4346.0,2311.0,2481.0,874.0,2472.0,10241.0,478.0,1963.0
810.0,1768.0,2099.0,3844.0,3644.0,3005.0,1030.0,2334.0,11734.0,714.0,2494.0
719.0,1719.0,2144.0,3433.0,2449.0,1939.0,383.0,770.0,2499.0,355.0,197.0
702.0,1906.0,1761.0,3843.0,2600.0,3095.0,593.0,1834.0,8122.0,686.0,1465.0
705.0,1832.0,1941.0,4979.0,3041.0,2852.0,666.0,1401.0,7720.0,513.0,1810.0
796.0,2017.0,2420.0,4328.0,3487.0,2906.0,1327.0,3554.0,9720.0,1207.0,2878.0
619.0,1624.0,1879.0,4152.0,2302.0,3007.0,706.0,1776.0,10131.0,744.0,1739.0
689.0,1796.0,2240.0,5646.0,2701.0,3162.0,1851.0,2815.0,12343.0,1448.0,3223.0
596.0,1771.0,2416.0,5083.0,3137.0,3980.0,704.0,1888.0,9000.0,698.0,1996.0
833.0,1698.0,2132.0,4461.0,2583.0,2664.0,936.0,1893.0,10035.0,552.0,1458.0
650.0,2011.0,2393.0,4269.0,2912.0,3374.0,1169.0,2408.0,10737.0,699.0,2209.0
878.0,2041.0,2399.0,4178.0,3625.0,3390.0,1182.0,2648.0,11016.0,769.0,1893.0
715.0,1768.0,2155.0,4095.0,2416.0,3254.0,1157.0,2083.0,8172.0,914.0,1483.0
751.0,1804.0,1860.0,4184.0,2743.0,3288.0,1015.0,2121.0,7855.0,756.0,2375.0
816.0,1779.0,2147.0,3629.0,2516.0,2510.0,782.0,1570.0,6615.0,916.0,2442.0
736.0,1781.0,2017.0,3683.0,2202.0,2583.0,677.0,1391.0,4862.0,-43.0,1822.0
709.0,1495.0,1644.0,3802.0,2407.0,2352.0,750.0,1853.0,7146.0,761.0,1080.0
708.0,1794.0,2180.0,4556.0,3319.0,2813.0,965.0,2800.0,7816.0,902.0,2367.0
498.0,1183.0,1232.0,3004.0,1629.0,2115.0,285.0,772.0,2397.0,830.0,2208.0
803.0,1572.0,2245.0,4221.0,2823.0,2701.0,996.0,1772.0,10591.0,781.0,1760.0
713.0,1532.0,2298.0,5775.0,2977.0,3376.0,969.0,2158.0,10076.0,806.0,2042.0
654.0,1874.0,2169.0,4876.0,3342.0,3668.0,1036.0,1621.0,13207.0,645.0,2437.0
816.0,1915.0,2248.0,3518.0,2593.0,2467.0,850.0,1420.0,9169.0,806.0,1718.0
647.0,1600.0,1946.0,2802.0,1682.0,2180.0,1347.0,1846.0,6729.0,1182.0,2433.0
593.0,1453.0,1828.0,3639.0,2188.0,2153.0,859.0,1095.0,10542.0,870.0,2227.0
776.0,1934.0,2517.0,4587.0,3394.0,4098.0,1017.0,1915.0,8826.0,1153.0,2168.0
724.0,1763.0,2207.0,3583.0,2245.0,1973.0,828.0,-13.0,1973.0,-509.0,-730.0
666.0,1480.0,2307.0,3125.0,2598.0,2051.0,1078.0,1845.0,11854.0,862.0,2588.0
826.0,1923.0,2612.0,4659.0,3141.0,4447.0,1204.0,2827.0,11727.0,862.0,2034.0
