6184,8849,8057,7065,1218,941,1202,6865,9194,5943,8406,7519,11201,4988,1255,4060,9223,7883,2283,7616,6848,10784,9256,12091,6512,7580,7404,11048,7067,4664,8701,5532,8041,8386,11934,3935,8534,5341,7807,7279,7805,7271,10152,677,344,9219,12384,1005,7636,7444,7422,6524,5009,8936,9317,11647,8328,10576,7968,4395,9220,6984,7327,9946
1823.0,526.0,622.0,1576.0,2682.0,1163.0,1631.0,2290.0,649.0,-593.0,-1076.0,-1934.0,2263.0,1000.0,1212.0,-2497.0,133.0,-342.0,102.0,1715.0,180.0,1115.0,-176.0,1348.0,-313.0,1697.0,232.0,771.0,766.0,320.0,-2534.0,197.0,470.0,436.0,1190.0,-29.0,-191.0,74.0,315.0,79.0,95.0,-2882.0,625.0,802.0,583.0,-222.0,383.0,3075.0,-313.0,43.0,55.0,46.0,157.0,-925.0,1232.0,352.0,205.0,-11.0,171.0,-3650.0,120.0,88.0,-6.0,89.0
1297.0,692.0,580.0,1628.0,2743.0,1299.0,1480.0,2574.0,882.0,-916.0,-1243.0,-1832.0,2430.0,1220.0,1199.0,-2685.0,107.0,-327.0,37.0,1594.0,371.0,1177.0,-347.0,1627.0,-306.0,2085.0,237.0,875.0,1078.0,494.0,-2283.0,240.0,340.0,751.0,1073.0,-131.0,-260.0,94.0,248.0,127.0,162.0,-2249.0,599.0,773.0,615.0,-498.0,405.0,2801.0,-271.0,183.0,12.0,73.0,343.0,-1063.0,1225.0,260.0,203.0,15.0,53.0,-1482.0,179.0,114.0,31.0,62.0
369.0,680.0,1338.0,1292.0,2579.0,906.0,849.0,831.0,-56.0,-744.0,-582.0,-2024.0,2230.0,401.0,538.0,-2360.0,86.0,-140.0,-49.0,1606.0,328.0,1172.0,-213.0,1573.0,-167.0,2004.0,194.0,156.0,1224.0,507.0,-2101.0,134.0,491.0,343.0,1413.0,-52.0,-146.0,55.0,186.0,-11.0,92.0,-2533.0,744.0,748.0,1107.0,-211.0,213.0,2220.0,-165.0,61.0,-40.0,-58.0,123.0,-1309.0,1473.0,302.0,322.0,-77.0,4.0,-4622.0,41.0,73.0,-36.0,30.0
285.0,103.0,341.0,714.0,1657.0,254.0,207.0,1214.0,72.0,-360.0,-136.0,-1397.0,2247.0,462.0,387.0,-1667.0,34.0,-135.0,-110.0,747.0,246.0,293.0,406.0,541.0,-284.0,1748.0,133.0,236.0,480.0,217.0,-918.0,268.0,127.0,-444.0,850.0,-66.0,-5.0,54.0,218.0,35.0,37.0,-953.0,610.0,476.0,377.0,-252.0,286.0,1730.0,-152.0,10.0,-2.0,-33.0,148.0,-749.0,631.0,302.0,305.0,-113.0,-43.0,-2485.0,44.0,79.0,-69.0,37.0
377.0,328.0,607.0,1362.0,2313.0,1081.0,898.0,2063.0,228.0,-590.0,-76.0,-1744.0,2336.0,722.0,712.0,-2296.0,112.0,-152.0,-25.0,1408.0,175.0,983.0,-140.0,1456.0,-382.0,1685.0,276.0,528.0,948.0,394.0,-1785.0,202.0,715.0,144.0,792.0,-47.0,-121.0,136.0,241.0,21.0,88.0,-1276.0,455.0,427.0,698.0,-243.0,384.0,2293.0,-508.0,147.0,18.0,44.0,140.0,-755.0,1719.0,193.0,161.0,27.0,-13.0,-1948.0,175.0,111.0,-13.0,62.0
743.0,210.0,1011.0,1237.0,2587.0,1549.0,2192.0,844.0,563.0,-764.0,-1159.0,-1747.0,2082.0,-41.0,943.0,-3738.0,81.0,-150.0,-30.0,2029.0,427.0,2093.0,-401.0,2308.0,-177.0,2470.0,375.0,529.0,1348.0,495.0,-2510.0,184.0,600.0,429.0,1651.0,-26.0,-180.0,44.0,242.0,24.0,67.0,-3769.0,874.0,812.0,737.0,-159.0,349.0,3477.0,-230.0,61.0,-2.0,-32.0,93.0,-1157.0,1949.0,417.0,247.0,-62.0,-16.0,-2858.0,111.0,151.0,-62.0,30.0
651.0,166.0,73.0,822.0,1470.0,427.0,840.0,1461.0,169.0,-140.0,-358.0,-1207.0,1610.0,1054.0,923.0,-2084.0,55.0,-63.0,8.0,856.0,153.0,561.0,246.0,902.0,-220.0,2166.0,114.0,689.0,567.0,216.0,-1717.0,225.0,219.0,-180.0,867.0,-69.0,-30.0,36.0,283.0,84.0,84.0,-1833.0,419.0,413.0,406.0,-187.0,289.0,2049.0,-165.0,-25.0,-55.0,1.0,100.0,-548.0,1290.0,155.0,335.0,-88.0,-47.0,-3039.0,124.0,64.0,-33.0,41.0
956.0,70.0,1035.0,1219.0,2007.0,1370.0,1396.0,2049.0,1082.0,-663.0,-1321.0,-1651.0,2333.0,962.0,979.0,-2352.0,246.0,-294.0,221.0,1933.0,207.0,1519.0,-429.0,1879.0,-407.0,2127.0,391.0,1374.0,932.0,506.0,-2842.0,226.0,390.0,1177.0,986.0,-97.0,-216.0,89.0,593.0,46.0,178.0,-2434.0,699.0,668.0,810.0,-438.0,341.0,2888.0,-520.0,157.0,59.0,140.0,204.0,-837.0,1670.0,287.0,130.0,14.0,94.0,-1342.0,301.0,207.0,0.0,86.0
1021.0,54.0,972.0,141.0,1547.0,133.0,125.0,334.0,794.0,-123.0,558.0,-1554.0,1087.0,939.0,-366.0,-549.0,2.0,-78.0,-70.0,263.0,-73.0,-56.0,316.0,1524.0,-430.0,140.0,172.0,315.0,76.0,328.0,-581.0,207.0,74.0,-1957.0,209.0,-99.0,-28.0,26.0,187.0,4.0,-38.0,-2407.0,524.0,138.0,-248.0,-212.0,122.0,1907.0,-141.0,351.0,-11.0,101.0,343.0,-1183.0,449.0,138.0,270.0,-125.0,-13.0,-2941.0,9.0,-11.0,-11.0,22.0
