5913,5523,4444,2777,2433,2499
42158.0,64759.0,78656.0,-65269.0,35157.0,1410.0
41908.0,65406.0,84550.0,5861.0,54814.0,510.0
41984.0,64655.0,73825.0,-2550.0,9446.0,1229.0
41846.0,65736.0,63031.0,41498.0,29771.0,1027.0
42939.0,63867.0,76303.0,61441.0,-18199.0,-827.0
42456.0,65865.0,71986.0,101060.0,-12995.0,-868.0
41853.0,64194.0,76523.0,-28915.0,-106542.0,32948.0
42344.0,63993.0,73222.0,-4862.0,-124994.0,36041.0
42029.0,64288.0,66658.0,-18669.0,-127335.0,691.0
42035.0,63534.0,74725.0,25697.0,-82358.0,1359.0
41740.0,65551.0,80452.0,45312.0,-144597.0,5014.0
42058.0,65105.0,64795.0,48540.0,54142.0,-453.0
41734.0,65620.0,79359.0,2560.0,-47345.0,16276.0
40982.0,62961.0,71731.0,110257.0,18886.0,-239.0
40566.0,65160.0,36536.0,3358.0,24685.0,1799.0
41976.0,65390.0,36493.0,96548.0,24179.0,2148.0
42043.0,67318.0,80898.0,39152.0,-12999.0,200.0
41805.0,62675.0,73753.0,9408.0,2024.0,656.0
41593.0,63324.0,58900.0,20913.0,15045.0,3506.0
41929.0,64379.0,63936.0,34832.0,38549.0,1819.0
42934.0,65123.0,93729.0,32774.0,-1514.0,461.0
42468.0,65165.0,57335.0,132559.0,15175.0,-1550.0
42232.0,65499.0,66074.0,846.0,6956.0,3272.0
42225.0,65415.0,72535.0,32077.0,58213.0,841.0
42069.0,63171.0,63381.0,75641.0,25914.0,1183.0
-7723.0,-2874.0,-57970.0,169710.0,63395.0,3494.0
-8217.0,-670.0,-50395.0,244512.0,51241.0,4353.0
-8020.0,-2706.0,-48573.0,220529.0,35918.0,1952.0
-8751.0,-1805.0,-45546.0,244283.0,51799.0,-466.0
-9311.0,-3284.0,-47951.0,276291.0,6733.0,428.0
-9531.0,-2839.0,-68220.0,370152.0,14329.0,236.0
-8063.0,-2931.0,-56869.0,227314.0,20430.0,909.0
-7102.0,-1726.0,-53092.0,388083.0,98942.0,8.0
-8902.0,-2323.0,-60428.0,210894.0,70728.0,-6.0
-8952.0,-2086.0,-64326.0,164472.0,69969.0,-1340.0
-9005.0,-1051.0,-54943.0,153873.0,50743.0,819.0
-8848.0,-2507.0,-59156.0,277652.0,84315.0,238.0
-9252.0,-429.0,-68359.0,211696.0,13900.0,251.0
-7835.0,503.0,-34661.0,116210.0,-11046.0,237.0
-8456.0,-1893.0,-55233.0,100381.0,13000.0,810.0
-8794.0,-2890.0,-54622.0,89198.0,38357.0,4436.0
-9082.0,-3726.0,-56533.0,177423.0,23917.0,138.0
-8438.0,-260.0,-46915.0,145783.0,3548.0,172.0
-7748.0,-3423.0,-41684.0,136191.0,14939.0,777.0
-7163.0,-2681.0,-57782.0,242182.0,40819.0,-615.0
-7969.0,-1793.0,-18663.0,152602.0,23347.0,-1047.0
-8375.0,-2684.0,-35953.0,214657.0,44087.0,-3821.0
-7790.0,-2505.0,-62328.0,307142.0,78216.0,-87.0
-8216.0,-2889.0,-52350.0,158155.0,18734.0,693.0
