1880,3726,2778,2777,2288,6319,5460,3680
16683.0,26465.0,144243.0,66287.0,96856.0,79289.0,82005.0,-57.0
15971.0,24822.0,154670.0,64316.0,114926.0,74914.0,54080.0,-136.0
16476.0,26024.0,152214.0,73490.0,113260.0,102578.0,87387.0,-261.0
16378.0,27044.0,156865.0,72448.0,109668.0,88468.0,43625.0,-159.0
16195.0,24622.0,149013.0,76827.0,147832.0,120740.0,60647.0,-887.0
16726.0,24442.0,175442.0,46639.0,137495.0,106142.0,62701.0,-515.0
16788.0,25945.0,139689.0,60356.0,84227.0,41966.0,-82963.0,-14692.0
16934.0,25357.0,148325.0,53021.0,72124.0,20556.0,-172571.0,-28308.0
15680.0,26070.0,169613.0,60698.0,134589.0,111211.0,78232.0,152.0
16198.0,24649.0,132657.0,53587.0,127504.0,119230.0,90122.0,-81.0
15883.0,25593.0,149361.0,58581.0,98140.0,87310.0,32131.0,-724.0
16920.0,26526.0,164328.0,88198.0,141428.0,131149.0,74296.0,-220.0
16554.0,25859.0,138623.0,49014.0,117039.0,86777.0,44885.0,-1367.0
15664.0,24796.0,158080.0,103108.0,129175.0,93677.0,66394.0,-316.0
16532.0,26023.0,178226.0,101591.0,127681.0,127477.0,90551.0,-1159.0
16903.0,26797.0,185944.0,76891.0,135345.0,90907.0,48149.0,-628.0
17125.0,26003.0,158380.0,81739.0,109184.0,78388.0,55442.0,-293.0
17466.0,25579.0,139630.0,47587.0,91397.0,59094.0,37551.0,-280.0
16405.0,26885.0,158167.0,71669.0,77508.0,49774.0,25119.0,-245.0
16145.0,25899.0,153813.0,75397.0,99860.0,56426.0,30807.0,-47.0
16772.0,24228.0,127729.0,63489.0,109462.0,73072.0,28749.0,-737.0
15493.0,25490.0,159169.0,68812.0,122171.0,88339.0,82742.0,-378.0
16005.0,24427.0,142821.0,58576.0,61455.0,43856.0,26103.0,-20.0
16006.0,25615.0,147944.0,80160.0,104190.0,55975.0,31655.0,-387.0
16971.0,25063.0,153242.0,73956.0,116710.0,93602.0,65360.0,-611.0
48701.0,49522.0,279145.0,152337.0,149366.0,102923.0,72908.0,-159.0
48660.0,49841.0,298974.0,136096.0,153191.0,104920.0,67450.0,-541.0
48831.0,50238.0,300035.0,108961.0,153793.0,85207.0,55890.0,-313.0
49193.0,50676.0,297455.0,133040.0,204237.0,115778.0,75674.0,-696.0
49075.0,51172.0,284911.0,187504.0,221371.0,168447.0,102435.0,-32.0
48718.0,50067.0,292791.0,214837.0,167693.0,138434.0,80205.0,-211.0
48430.0,49874.0,303710.0,116917.0,161976.0,123887.0,81217.0,-350.0
48878.0,49600.0,320745.0,171800.0,188511.0,109814.0,97455.0,-274.0
49389.0,49608.0,288272.0,126898.0,143036.0,163513.0,102325.0,-525.0
48468.0,49610.0,319007.0,153046.0,166621.0,101979.0,143530.0,-459.0
48659.0,49567.0,286382.0,130685.0,121109.0,107806.0,53079.0,-55.0
48287.0,50358.0,302019.0,138689.0,206119.0,128005.0,97401.0,-27.0
47912.0,51418.0,321761.0,104055.0,146471.0,84110.0,58341.0,-168.0
48126.0,47440.0,270055.0,140578.0,154879.0,125107.0,62424.0,-346.0
49034.0,50060.0,300846.0,93644.0,90392.0,64648.0,33191.0,-2765.0
48791.0,49026.0,281595.0,90297.0,76639.0,44395.0,27274.0,-322.0
48747.0,49980.0,312727.0,122929.0,112098.0,87103.0,53099.0,-325.0
49303.0,50644.0,293270.0,102318.0,107450.0,72991.0,34887.0,-115.0
48452.0,50050.0,291850.0,112341.0,105395.0,105136.0,85065.0,-187.0
49252.0,50955.0,285915.0,138601.0,174811.0,116524.0,119251.0,-92.0
48702.0,50456.0,276682.0,155265.0,125976.0,92521.0,61525.0,113.0
48157.0,49829.0,277973.0,99468.0,191831.0,134091.0,92965.0,-76.0
48526.0,50393.0,319896.0,121234.0,157863.0,166291.0,108519.0,-870.0
49265.0,50377.0,304534.0,119498.0,140999.0,136852.0,71474.0,-556.0
