5913,4444,5739,3822,2712,5858,1733,3640,4696,5500,683,2778,3071,524,3273,5435,3676,2729,5112,499,5345,1393,75,6973,2862,1106,8,5079,7024,2447,5455,7063,4532,5766,6931,1867,4505,3638,4054,5784,6310,2962,1128,5653,3338,5689,3080,4542,1191,3025,1394,5549,3393,5381,5921,2431,5668,3288,141,2225,2409,4834,4141,6708,994,950,3467,7040,5890,4619,3930,4544,2921,743,1742,20,6938,2460,1703,6203,2307
31994.0,26892.0,29432.0,13119.0,31476.0,15016.0,9153.0,931.0,8657.0,-18408.0,-4696.0,13506.0,4258.0,695.0,8632.0,1568.0,-45909.0,2727.0,2486.0,-15372.0,-9224.0,5726.0,-11486.0,19532.0,1518.0,-9583.0,-6273.0,1979.0,1825.0,14658.0,-6495.0,795.0,889.0,-765.0,-1157.0,1649.0,2466.0,12626.0,467.0,-9630.0,12149.0,-3452.0,-2886.0,8107.0,46281.0,6739.0,31.0,-5776.0,-1624.0,1091.0,6546.0,487.0,-4326.0,4887.0,48929.0,22100.0,7173.0,2731.0,10002.0,4553.0,25592.0,5547.0,5100.0,5549.0,1356.0,1396.0,-599.0,-5471.0,-2417.0,33539.0,-9076.0,2875.0,-549.0,1320.0,-3125.0,2027.0,7010.0,-646.0,13612.0,5117.0,4607.0
17941.0,16764.0,16612.0,19916.0,31042.0,9268.0,6676.0,239.0,9236.0,-21599.0,-8008.0,-3735.0,3376.0,313.0,9597.0,98.0,-10197.0,58.0,3439.0,-9136.0,-7214.0,5866.0,-14120.0,21318.0,1292.0,-11082.0,-4977.0,1684.0,-3379.0,9000.0,-5473.0,1194.0,953.0,-1137.0,-665.0,214.0,74.0,31068.0,1619.0,-7135.0,6468.0,-569.0,341.0,6417.0,61045.0,-1666.0,759.0,-5704.0,-2347.0,588.0,16530.0,35.0,-4751.0,5954.0,15854.0,22744.0,8299.0,2388.0,27282.0,6914.0,8639.0,4261.0,5914.0,3972.0,-116.0,1736.0,-1100.0,-6170.0,-1520.0,64552.0,-7341.0,3130.0,-889.0,597.0,-596.0,1481.0,6620.0,-368.0,19696.0,4905.0,3127.0
23766.0,35850.0,32240.0,16516.0,8610.0,8863.0,9021.0,-1600.0,12049.0,-14408.0,-3407.0,2444.0,1368.0,323.0,10541.0,632.0,-21953.0,884.0,4176.0,-5041.0,-6144.0,4204.0,-14972.0,17416.0,1293.0,-1039.0,-8530.0,626.0,-4.0,11829.0,-4291.0,-959.0,1924.0,-153.0,-1066.0,2046.0,3943.0,10708.0,1673.0,-29804.0,4966.0,-2253.0,-515.0,7218.0,46438.0,-1270.0,-461.0,-504.0,-2088.0,10525.0,5127.0,-1158.0,-7808.0,9455.0,4390.0,21316.0,8151.0,3527.0,9880.0,-1029.0,2172.0,3698.0,2869.0,5722.0,1563.0,1759.0,-1415.0,-8278.0,-2488.0,8567.0,-9146.0,2135.0,-69.0,2975.0,-2298.0,1945.0,7727.0,-1178.0,21639.0,3304.0,7851.0
20603.0,4962.0,12662.0,13431.0,12679.0,11547.0,5568.0,755.0,5553.0,-15690.0,-4182.0,4968.0,5028.0,3156.0,14300.0,1436.0,-16189.0,1526.0,3759.0,444.0,-6765.0,6430.0,-6801.0,42700.0,1889.0,-13291.0,-4058.0,2156.0,-176.0,13133.0,-2345.0,-66.0,-488.0,1332.0,37.0,60.0,3781.0,9826.0,260.0,-8592.0,11149.0,-1702.0,3973.0,6433.0,53275.0,11214.0,819.0,-6482.0,-2449.0,5246.0,9293.0,-1848.0,-3786.0,7643.0,6561.0,18394.0,7073.0,1971.0,21362.0,-2745.0,6957.0,2358.0,8807.0,2849.0,1430.0,2284.0,-977.0,-13886.0,-699.0,31192.0,-12226.0,2446.0,-647.0,1898.0,-1877.0,1262.0,5231.0,162.0,12809.0,3359.0,4126.0
16184.0,9540.0,5801.0,12017.0,20108.0,9353.0,14848.0,453.0,9539.0,-15063.0,-1147.0,23582.0,4144.0,3659.0,11000.0,1129.0,-15647.0,9904.0,2108.0,41074.0,-8799.0,2718.0,-11026.0,44743.0,2509.0,-25911.0,-5949.0,1509.0,-3115.0,12443.0,-4505.0,-1669.0,2039.0,1318.0,-1084.0,515.0,3408.0,8437.0,301.0,-9583.0,11736.0,-2734.0,2392.0,6741.0,25589.0,8982.0,121.0,-7029.0,-4688.0,-1346.0,14815.0,-1266.0,-3368.0,6013.0,15834.0,13571.0,5373.0,1729.0,34121.0,1594.0,60985.0,2097.0,8209.0,4987.0,154.0,2390.0,-2014.0,-2177.0,-3778.0,19231.0,-15541.0,2844.0,-297.0,3296.0,-826.0,1676.0,7198.0,694.0,20103.0,4463.0,5178.0
11672.0,4886.0,11215.0,9837.0,36419.0,5816.0,5453.0,903.0,9632.0,-23909.0,-2228.0,29501.0,2758.0,5334.0,9273.0,381.0,-34002.0,9057.0,2078.0,-1572.0,-10189.0,3003.0,-12529.0,58600.0,1799.0,-9708.0,-5475.0,1703.0,-7615.0,12922.0,-4406.0,-1243.0,2080.0,4070.0,-952.0,197.0,3409.0,2052.0,-1166.0,-8029.0,10531.0,1194.0,4975.0,3057.0,41407.0,9250.0,-759.0,-2778.0,-2569.0,-441.0,19509.0,-1671.0,-6053.0,9308.0,-3241.0,13525.0,4746.0,3410.0,41562.0,830.0,48236.0,783.0,8315.0,6673.0,435.0,2563.0,-1371.0,332.0,-5178.0,27006.0,-14870.0,1159.0,-277.0,3200.0,-2611.0,1181.0,6726.0,144.0,11822.0,3911.0,6345.0
23846.0,35496.0,33791.0,12071.0,36836.0,9194.0,8509.0,261.0,13943.0,-20106.0,-9937.0,12876.0,4409.0,5243.0,8575.0,-2932.0,5824.0,2342.0,4398.0,-24981.0,-18969.0,11754.0,-19923.0,-100326.0,1901.0,-9577.0,5055.0,2689.0,3503.0,18844.0,-7341.0,-967.0,1909.0,1623.0,-927.0,2065.0,1777.0,49981.0,859.0,-16165.0,11418.0,-4036.0,1062.0,6184.0,42039.0,18334.0,2293.0,-6362.0,-2503.0,-102.0,15058.0,3437.0,-5910.0,4757.0,-2154.0,48571.0,8600.0,2073.0,23058.0,1443.0,1650.0,3730.0,7280.0,2851.0,-1030.0,1939.0,-5277.0,3240.0,-17288.0,31935.0,-6418.0,3271.0,1665.0,928.0,-4177.0,6351.0,13277.0,-907.0,34415.0,7670.0,1167.0
17007.0,6777.0,10887.0,12782.0,24396.0,8264.0,7666.0,176.0,17618.0,-14861.0,-18315.0,40528.0,4098.0,-2091.0,11399.0,-2624.0,4249.0,1819.0,4338.0,2341.0,-14990.0,13615.0,-14930.0,-37121.0,4597.0,-18791.0,9147.0,1412.0,6178.0,12449.0,-5572.0,-4009.0,258.0,463.0,-3033.0,1773.0,-205.0,31312.0,597.0,-19365.0,532.0,1215.0,594.0,10496.0,36388.0,19501.0,167.0,-5281.0,-9206.0,6581.0,16323.0,-1206.0,-5530.0,3126.0,-4030.0,19161.0,11812.0,6871.0,53008.0,8387.0,22384.0,5656.0,4359.0,5317.0,-2649.0,2412.0,-5067.0,5225.0,-8562.0,30854.0,650.0,2788.0,3411.0,-3193.0,-2540.0,10963.0,12716.0,-2708.0,21880.0,6568.0,2411.0
20004.0,10110.0,10201.0,9757.0,27067.0,16810.0,42847.0,679.0,4198.0,-12000.0,-4197.0,38395.0,4450.0,-1011.0,7182.0,710.0,-32470.0,3354.0,2905.0,-10784.0,-9095.0,3288.0,-10991.0,14805.0,1653.0,-26646.0,-4082.0,2427.0,255.0,6151.0,-5825.0,-418.0,590.0,1716.0,-1162.0,1894.0,3901.0,5718.0,-691.0,-15807.0,12579.0,-3665.0,764.0,3682.0,57092.0,11940.0,-28.0,-7367.0,-2108.0,1348.0,5995.0,-154.0,-3348.0,5290.0,-1030.0,6273.0,10986.0,-3192.0,18485.0,1681.0,35471.0,1312.0,5290.0,5491.0,-216.0,4905.0,-926.0,6412.0,-5941.0,-72669.0,-16909.0,1573.0,-276.0,2766.0,-762.0,1637.0,7735.0,1761.0,31149.0,3825.0,2218.0
