248,244,1891,1842,1386,917,806,38,41,40,12,1377,1749,55,17,144,103
413.99000999999964,40.50001599999983,-111.599999,10.200010999999392,852.6999859999995,1168.6000019999997,3102.499996000001,-281.1000060000001,-897.400001,-1122.3000039999997,-1552.499991,-4538.599998,-7832.0,-19460.599997999998,-1494.0,3463.0,1830.0
163.5600150000002,197.8499929999997,-96.10000400000001,-581.8100419999996,431.20000800000025,981.1700049999993,2902.599992,-1334.8700069999998,-3225.5000000000005,-2049.400006,-914.4000009999997,-2731.3999989999998,-6652.999996,-16243.400002,-1769.099998,1239.0,301.0
219.32997299999974,478.01002400000027,-72.499996,-1433.600029,-1.330001999999979,973.1000119999993,1214.89999,-1241.6000069999998,-2161.3000030000003,-1612.0999980000001,-798.3999939999999,-4504.599998,-6796.599998,-12726.0,-594.0,2499.0,1920.0
219.32997299999974,478.01002400000027,-72.499996,-1433.600029,-1.330001999999979,973.1000119999993,1214.89999,-1241.6000069999998,-2161.3000030000003,-1612.0999980000001,-798.3999939999999,-4504.599998,-6796.599998,-12726.0,-594.0,2499.0,1920.0
-173.66999800000025,360.91002100000054,-118.600003,-858.4999840000007,207.45999199999994,697.3799889999998,-134.8000050000001,-2842.300003,-2850.200006,-3025.4000029999997,-2634.0,-7414.7,-14584.0,-35829.0,-2168.0,4742.0,4140.0
381.4999999999999,295.1999869999999,-98.699997,-945.1999890000008,38.30001299999992,1073.699998,-957.1000020000004,-1813.0,-2625.0999979999997,-4510.0,-3032.700001,-12007.0,-13641.399996999999,-43310.0,-3602.0,4196.0,4190.0
324.94000300000033,364.5000170000005,-126.300004,-263.9000029999998,407.9999869999999,1795.799996,1298.6000040000001,-1662.9000050000004,-2964.300003,-1847.1000029999998,-661.8000030000001,-4243.0,-7545.199997,-16127.0,-983.0,2896.0,2790.0
235.6000139999998,703.2800179999995,-100.599998,-212.32000299999987,750.8000130000003,821.7999999999992,-101.40000200000031,-931.0,-2028.0999980000001,-815.599998,-210.10000600000012,-4226.599998,-8344.700001000001,-18898.0,-2208.0,6800.0,2890.0
533.330008,415.649997,-16.799999,183.36997800000043,457.0800319999997,2865.1900029999997,1319.0999749999992,-414.8000189999999,-2052.89999,-840.6000040000001,-242.90000399999994,-3408.499996,-4643.299995,-11674.699996,-260.0,2174.0,472.0
165.9700110000001,-188.81999700000026,-84.530003,-1129.2799899999993,316.3599819999999,952.5499969999998,-940.2000139999996,-1402.6000140000003,-1926.600005,-1303.0999949999998,-1110.8,-4054.599998,-6234.999992999999,-16696.0,142.0,4530.0,1950.0
-24.630001999999692,322.2000119999996,-138.899993,-1220.000008,-169.99999199999993,1054.8000030000003,-86.49999099999991,-1172.9,-996.5,-1480.7999989999998,-832.7000010000002,-7360.0,-11222.0,-22436.0,-2426.0,7331.0,1890.0
178.46003500000035,109.26000900000057,-19.999997,-423.8599539999998,161.62997399999972,800.6899929999997,719.8400250000004,-1445.800006,-2037.0999989999993,-1823.8000080000002,-146.49999899999995,-2868.2000049999997,-5970.800002,-8527.699996,-1103.0,3486.0,209.0
-198.7699799999995,602.8999989999998,-137.5,-697.7999959999996,409.399999,463.19999099999995,2791.299995,-1759.4000020000003,-3240.399994,-2155.9000020000003,-1091.0,-5524.0,-10591.599998,-23412.0,-2541.0,4420.0,2970.0
478.89996899999966,498.70004199999937,-78.600003,-1065.3999429999985,454.99998200000005,113.29997199999966,53.099990999999534,-1001.8999939999999,-1177.200001,-1730.7999989999998,22.800003000000004,-3120.3000030000003,-7500.6,-16839.0,-3823.0,3080.0,764.0
175.23002199999976,250.59998600000003,-36.800003000000004,-769.8000010000006,603.9000250000001,338.0999749999994,1541.0999820000004,-1093.600007,-944.300004,-1794.400002,-1307.599999,-3304.1999969999997,-8167.0,-14273.0,-2545.0,2812.0,1060.0
-85.50000999999968,138.70000599999966,-147.199997,-1424.500006,-66.40000899999993,397.600007,-2092.400001,-712.0,-2338.0,-2891.200001,-2520.400002,-6323.0,-14035.0,-29109.0,-3092.0,6211.0,2650.0
