7199,11014,11957,3512,1430,11615,7045,8178,12214,1544,8841,12463,560,3507,3278,3277,1370,2432,3508,1525
7199.100022999999,9073.300032000001,14695.599965000001,46882.39971599998,50545.300203000006,29688.500354,2047.200011,44305.500394999995,28985.399657000005,33926.400818,3258.699996,-1026.19999,23684.300075,1641.599976,-916.9000440000001,2204.100098,19956.599853,7543.8999029999995,2515.699951,7455.3000489999995
11194.899958000004,15612.200304999998,17200.300064,33348.999872000015,32907.69973199999,17080.200031999993,2685.800054000001,23561.800428000002,14883.200020000002,16960.900058,4508.9999880000005,102.29998599999999,14809.999870000003,842.2999880000001,655.7999629999998,3567.0,9805.700073999998,3758.299926,856.7000119999999,5244.3000489999995
11705.900043000003,11643.400052999996,12055.699967,28144.39965900001,24285.400303000006,15425.900000999998,2070.500074,20224.899938999995,16755.900067999995,11067.400081000003,3816.4999500000004,-939.3000109999998,13899.799805000002,286.5,-1266.900006,191.100006,12329.999877999999,4413.400147,363.600006,4554.599975
16753.899994000007,14946.600045000003,18215.600226,46061.000509,55406.70013400001,28151.800131999986,2272.5999210000004,68009.60003599999,74492.79934399997,35511.699483000004,2242.699997,-723.0000150000001,36428.19843999999,761.200012,-5301.200149,1397.5,37293.799988,11571.699707,1344.900024,13716.5
10329.700121000003,11511.399966,11150.099892000004,56941.799396000046,66332.39957899993,36230.999796000004,2380.500017999999,82585.39903900001,74833.50143399998,64373.10098099998,18723.59973,802.5999530000004,28358.299606,3027.800049,928.2000889999999,5926.399902,29268.999268999996,11713.600097,6639.200195,11197.899903
19588.499773000003,17222.00002399999,18547.099996999998,65741.49994699997,44501.199772000014,26535.199837999982,1328.9999650000009,34856.000457999995,33587.599898000015,22601.399994,4284.400022000001,-156.699971,25901.49945799999,760.5,-2692.7998410000005,1620.099976,28794.600587000004,12656.399903000001,1018.700012,14128.800293
15749.700052000002,16913.199960999995,17727.999663,46520.400038,53186.600274000004,24133.200173000005,1580.399907,50533.099486000014,52889.60016400001,29457.500180999992,2289.7999809999997,-974.900003,33444.000549000004,48.599998,-4999.200080999999,37.799999,32810.999268,9497.599853,184.899994,15094.100096999999
10710.200116000002,12262.499948,12822.600201,37517.69997000002,42086.49991000002,22464.999815000003,1702.899998,29348.499881000014,26651.900129999998,23855.399542000006,3769.299962,127.299982,22651.600159,1534.400024,-986.6998960000002,1656.5,18227.199586,6787.8000489999995,1764.699951,8565.899903
19895.799762000002,17231.600157000004,18508.800096999992,44747.699671000024,48555.40045400001,29264.900126,2057.299964,46762.198966,36656.20047600001,31998.999855000005,2678.700008,285.5999549999999,28990.500243000002,662.0,-4213.29989,399.0,26572.100099,9610.600097,845.099976,10933.899902000001
19830.099695999997,17221.300161000006,18410.100054000006,65316.700202000015,95516.00042600001,36708.90035800001,4183.2998910000015,76743.99887000005,66534.70048399999,44909.599903,7175.199934,162.7000240000002,29012.700563000006,2098.0,-1677.9001619999997,3763.100098,24971.500001,9708.899902000001,6425.600098,10360.800049000001
14636.600138000003,10905.999949999998,16500.099975000005,46597.800193000025,49933.59902399999,33393.60067200001,2044.0000330000003,61810.901093,53537.199444000005,45146.300479000005,3208.000043,792.2999380000001,37575.70004299999,2822.699951,-1151.1998290000001,3262.199951,24931.199706000007,9513.200195000001,7470.799805,11696.200195000001
16694.399911000004,13230.800181999999,18787.000000999997,55684.900573,74062.29999499998,36335.799530999975,2711.299751999999,84069.20013399997,59591.50069700001,49097.69936200001,9117.700157000001,1031.600051,37077.59943599999,3079.199951,1363.3002169999997,6237.200195,18357.399903,11025.40039,7549.0,13823.300293
19749.99993599999,14512.099930999999,12909.599868999998,50563.899342000026,65093.699927999995,36845.699914000004,2051.5998440000008,64421.50096499996,73239.39899900006,63682.09990699999,4098.199987,-284.09997999999996,40691.701692,-24.4,-5133.000004000001,-63.900002,40157.499634,15872.700195999998,-36.5,21792.899414
4641.899920999997,6061.100020000002,11313.600004000004,29469.799976000002,39329.39994699998,23596.79970300001,5543.4001339999995,55291.79988500001,46229.59924699999,28238.199913000004,4067.5000309999996,-717.3000410000001,26499.199034999998,547.700012,-3087.6999149999997,511.89999400000005,19197.700317000006,7186.400147,835.900024,7840.299805
14846.699767999999,14427.500081999993,12936.899947000004,51143.59984700002,39476.49974499999,22174.60007300001,1952.499972999999,32381.899455000006,30214.800346999997,18504.100009,4262.499956000001,-270.1999690000001,25788.500159,1222.0,-3830.2001340000006,2000.0,22595.599854,6482.399902,1781.9000239999998,9816.300293
2744.5000510000004,5977.399897999997,10783.100148999994,24051.400101000007,21847.50015900002,12024.69982,9901.499974999995,18244.500019,21917.399695,16196.800156999998,6072.799918,136.90004,15922.900034000004,133.5,-1689.099986,29.6,13044.299927,4806.600098,203.0,5282.6999510000005
11720.200126000003,13985.800013000005,14687.599961000002,33609.49990099999,40145.39978499998,17979.400075,1986.3998720000002,25326.000049999984,19981.500302000008,11900.200196,4652.999972,56.499949000000015,16480.499744999997,205.199997,-1653.400036,194.300003,13390.10022,4176.899902,275.899994,5957.5
15294.200185000007,15711.800037000006,18090.700188000003,45005.80076900001,38578.900653000004,20163.299880999995,1772.8999420000011,25225.200273,17534.299868999995,12272.200181999999,3673.2999829999994,-539.4999690000001,15041.399790999998,170.699997,-1705.699997,155.100006,12983.500122,5229.700196,210.699997,5364.1999510000005
12984.600137000005,14500.400004999998,13006.399941000009,33491.99997700003,37484.099802,17825.500068999994,2882.400084000001,23325.700380999995,15960.500203999998,12156.400162000002,7235.39994,1044.6999330000003,12348.199951,1480.5,-628.5999390000001,1114.300049,11928.099730000002,4325.899902,1793.0999760000002,4940.299804
10164.199999,15812.30008,16877.700219000002,47327.90024800001,39302.40006799999,19182.700090000002,2162.1000840000006,40474.500377,26297.30019900001,20894.600066000006,6775.500111000001,1221.1000300000005,19415.299927000004,871.2999880000001,2486.700074,4768.299805,17255.599609,5386.599853,1001.799988,6992.900147
9374.100039000004,11582.00003,8307.300029999995,32081.900316999996,26937.200424000002,12981.000139999998,2871.9999489999996,22699.700043999994,16257.500025000003,13029.300032000003,3434.0999909999996,-179.90000600000008,16432.300418000003,469.299988,-1516.0000610000002,311.200012,14861.700073999998,5287.600098,475.5,6880.5
16375.499813000002,16591.10006499999,14753.500084,42801.599683,47800.39969599999,23921.399889,1466.9999749999997,33728.499305000005,28781.200140000015,22157.000022999997,3853.7999710000004,-179.00003100000004,23046.000479000002,422.0,-3029.6001159999996,287.5,19781.899901000004,7171.600098,457.0,9290.399902000001
