5913,4444,5739,3822,2712,5858,1733,3640,4696,5500,683,2778,3071,524,3273,5435,3676,2729,5112,499,5345,1393,75,6973,2862,1106,8,5079,7024,2447,5455,7063,4532,5766,6931,1867,4505,3638,4054,5784,6310,2962,1128,5653,3338,5689,3080,4542,1191
31994.0,29186.0,29432.0,12598.0,29578.0,15774.0,9153.0,289.0,8616.0,-19614.0,-1907.0,13339.0,4537.0,-1076.0,8441.0,-13.0,-45909.0,1808.0,1949.0,9920.0,-4430.0,6033.0,-8259.0,7275.0,1642.0,-9583.0,-8694.0,1979.0,2150.0,14658.0,-6263.0,1268.0,-1963.0,-1749.0,64.0,910.0,-1753.0,11447.0,892.0,-9041.0,11682.0,-9194.0,-2481.0,1829.0,1764.0,17432.0,-557.0,2258.0,-612.0
17941.0,18705.0,16612.0,19549.0,28845.0,9940.0,6676.0,-144.0,9229.0,-22260.0,-921.0,-3868.0,3158.0,-2177.0,8879.0,-135.0,-10197.0,-17.0,3044.0,5549.0,-3360.0,8153.0,-11221.0,9266.0,1920.0,-11082.0,-7849.0,1684.0,-2363.0,9000.0,-2520.0,1614.0,-1647.0,-1186.0,24.0,-1822.0,-343.0,30817.0,2171.0,-6908.0,6673.0,-5548.0,1001.0,1977.0,13641.0,6020.0,-695.0,1694.0,-625.0
23766.0,38137.0,32240.0,16219.0,5934.0,8340.0,9021.0,-2224.0,12122.0,-15400.0,1415.0,2310.0,1347.0,-526.0,9760.0,155.0,-21953.0,95.0,4179.0,14782.0,563.0,4695.0,-12977.0,-157.0,1128.0,-1039.0,-11067.0,626.0,645.0,11829.0,-4037.0,-611.0,-1706.0,652.0,52.0,256.0,1855.0,9778.0,914.0,-29329.0,5140.0,-10409.0,550.0,1740.0,2652.0,9666.0,-740.0,5149.0,-1064.0
20603.0,9812.0,12662.0,12738.0,11074.0,12902.0,5568.0,358.0,5539.0,-16581.0,-1115.0,4853.0,4959.0,1990.0,12968.0,925.0,-16189.0,638.0,3476.0,15729.0,-2309.0,7012.0,-5322.0,19085.0,1795.0,-13291.0,-7251.0,2156.0,205.0,13133.0,-2268.0,177.0,-987.0,471.0,680.0,-777.0,1959.0,9362.0,913.0,-8267.0,10618.0,-6345.0,4951.0,1476.0,13034.0,15062.0,-586.0,2420.0,-691.0
16184.0,11481.0,5801.0,10624.0,18308.0,9162.0,14848.0,-78.0,8308.0,-16011.0,379.0,23293.0,4282.0,1932.0,9888.0,575.0,-15647.0,8634.0,1997.0,71071.0,-4642.0,3725.0,-6696.0,15083.0,1898.0,-25911.0,-7820.0,1509.0,-2206.0,12443.0,-4466.0,-1363.0,-2614.0,356.0,-271.0,204.0,1553.0,8336.0,308.0,-8545.0,12204.0,-7679.0,2974.0,414.0,6501.0,6244.0,-1090.0,2803.0,-810.0
11672.0,10174.0,11215.0,7557.0,34777.0,6346.0,5453.0,513.0,6059.0,-24462.0,1138.0,29284.0,3006.0,3172.0,8596.0,1839.0,-34002.0,8572.0,1964.0,29590.0,-7147.0,4215.0,-6951.0,34050.0,982.0,-9708.0,-7950.0,1703.0,-6265.0,12922.0,-4395.0,-761.0,-1068.0,2917.0,507.0,-837.0,273.0,2106.0,-540.0,-7767.0,9027.0,-5034.0,5344.0,634.0,8043.0,11809.0,-858.0,8834.0,-505.0
23846.0,34243.0,33791.0,11306.0,31801.0,9090.0,8509.0,-643.0,13930.0,-19750.0,-5692.0,13277.0,5094.0,-2.0,9072.0,-1344.0,5824.0,1333.0,5148.0,6225.0,-11211.0,11749.0,-14370.0,-115455.0,-887.0,-9577.0,-632.0,2689.0,2659.0,18844.0,-7235.0,-1561.0,-6088.0,104.0,-194.0,-748.0,-3301.0,51737.0,1868.0,-15998.0,15296.0,-17383.0,261.0,1996.0,2860.0,5377.0,-1037.0,1662.0,-1381.0
17007.0,6511.0,10887.0,12239.0,14194.0,7162.0,7666.0,-575.0,17382.0,-16881.0,-10160.0,41316.0,3454.0,-6583.0,10515.0,-1275.0,4249.0,1439.0,4923.0,16290.0,-5552.0,15443.0,-8185.0,-56160.0,1249.0,-18791.0,2719.0,1412.0,3954.0,12449.0,-5339.0,-6638.0,-2387.0,-6057.0,-1881.0,629.0,-2020.0,30172.0,2386.0,-19392.0,3906.0,-6534.0,-1396.0,5664.0,2697.0,3551.0,1260.0,1337.0,-2962.0
20004.0,11717.0,10201.0,7997.0,25413.0,16335.0,42847.0,302.0,4368.0,-12994.0,-1843.0,38044.0,4552.0,-1894.0,6166.0,-394.0,-32470.0,3595.0,2450.0,14831.0,-5988.0,3995.0,-7752.0,-4469.0,946.0,-26646.0,-5545.0,2427.0,1247.0,6151.0,-5768.0,161.0,-2065.0,-44.0,-179.0,1827.0,844.0,5667.0,205.0,-15446.0,12200.0,-6511.0,2509.0,561.0,4637.0,5624.0,-1078.0,2167.0,-660.0
