6483,2240,2777,141
25084.0,96685.0,113955.0,30798.0
22021.0,112139.0,117052.0,32055.0
24217.0,102683.0,136733.0,28104.0
22896.0,100876.0,167110.0,39259.0
26567.0,117619.0,200529.0,49744.0
25320.0,136468.0,196253.0,60471.0
25077.0,100729.0,135534.0,49650.0
24799.0,112047.0,122420.0,64711.0
25957.0,125238.0,137300.0,62374.0
23524.0,96187.0,125035.0,41254.0
25804.0,103843.0,96463.0,34768.0
26604.0,112344.0,158391.0,58557.0
25182.0,98996.0,123671.0,39066.0
26019.0,120984.0,212551.0,38121.0
27699.0,146304.0,172501.0,57886.0
25485.0,143016.0,212434.0,38529.0
26984.0,119702.0,170045.0,22283.0
26504.0,109610.0,129481.0,32469.0
25344.0,116167.0,118828.0,22855.0
23084.0,123515.0,133421.0,24914.0
24929.0,99062.0,133262.0,31833.0
24917.0,124903.0,180834.0,34182.0
25561.0,106934.0,107308.0,20650.0
23110.0,121701.0,140906.0,24816.0
24857.0,112652.0,158690.0,38939.0
61314.0,196977.0,268482.0,32281.0
61353.0,229067.0,303295.0,48383.0
61387.0,218638.0,288972.0,29921.0
60203.0,209626.0,329532.0,58376.0
61964.0,207450.0,349455.0,97226.0
63007.0,216537.0,404269.0,54032.0
60622.0,216823.0,278691.0,58280.0
60439.0,245177.0,414691.0,57830.0
61860.0,220137.0,286898.0,63509.0
61582.0,224983.0,255691.0,28127.0
61730.0,221443.0,233381.0,44534.0
60665.0,227113.0,297224.0,68516.0
61701.0,228615.0,317096.0,43122.0
59270.0,190633.0,246177.0,55774.0
60843.0,216817.0,160411.0,24914.0
59448.0,205542.0,127651.0,18024.0
61423.0,228217.0,245420.0,39653.0
61079.0,213515.0,172392.0,42529.0
60477.0,205565.0,189408.0,50261.0
62128.0,206376.0,319768.0,44705.0
62160.0,195039.0,258415.0,56386.0
60691.0,213578.0,222710.0,75048.0
61600.0,221570.0,375197.0,42147.0
61666.0,214212.0,218951.0,72770.0
