1822,2228,6746,698,4313,5916,4620,6907,5492,6164,744,1099,5896,5871,6119,4444,6963,6945,5878,4004,3272
920.0,2340.0,4443.0,27138.0,5097.0,4045.0,55414.0,2942.0,16048.0,10929.0,9214.0,6021.0,7273.0,7470.0,1404.0,19963.0,14388.0,-3622.0,23036.0,749.0,20565.0
9821.0,366.0,8143.0,19748.0,15810.0,15430.0,13275.0,5301.0,19870.0,13652.0,11667.0,2388.0,31084.0,13494.0,9872.0,41523.0,23910.0,-90.0,19540.0,1104.0,23568.0
704.0,1004.0,8680.0,30872.0,3688.0,4291.0,25185.0,5099.0,21211.0,7847.0,17947.0,7461.0,14402.0,7833.0,-842.0,34252.0,1036.0,-7011.0,38045.0,111.0,35388.0
787.0,1425.0,4259.0,23728.0,3720.0,4857.0,40738.0,5134.0,6409.0,13625.0,9556.0,3535.0,10528.0,3838.0,7666.0,10739.0,11509.0,-1444.0,22406.0,118.0,24087.0
9300.0,3228.0,9200.0,18656.0,6876.0,5438.0,29954.0,3910.0,12166.0,14384.0,-5673.0,4677.0,27743.0,2762.0,15410.0,12397.0,10913.0,-4509.0,23551.0,833.0,21588.0
1975.0,98.0,8266.0,23201.0,5498.0,2735.0,19350.0,3864.0,11567.0,8330.0,17063.0,3912.0,8117.0,5589.0,-3168.0,51592.0,9079.0,-2924.0,30658.0,51.0,33165.0
777.0,2760.0,6830.0,14245.0,3305.0,2797.0,34182.0,4256.0,7548.0,14911.0,7358.0,2030.0,7903.0,5647.0,-2037.0,9863.0,6192.0,-33.0,15004.0,134.0,17999.0
1222.0,344.0,8119.0,13786.0,3685.0,9116.0,33401.0,3908.0,17607.0,7932.0,-2703.0,-405.0,4656.0,8265.0,2098.0,12253.0,12186.0,410.0,18407.0,1115.0,18907.0
713.0,1005.0,4472.0,31395.0,8945.0,7034.0,56282.0,7692.0,18893.0,19899.0,20434.0,10253.0,29797.0,12159.0,12844.0,40818.0,3075.0,-3928.0,39532.0,-75.0,35954.0
2699.0,1894.0,7627.0,22257.0,7910.0,2230.0,17121.0,5498.0,23551.0,16005.0,-3823.0,4036.0,17860.0,8424.0,13535.0,38942.0,2641.0,-3423.0,40269.0,161.0,30330.0
1785.0,256.0,4335.0,21336.0,6820.0,3280.0,29395.0,2724.0,12220.0,8003.0,11918.0,6311.0,5405.0,6811.0,12501.0,35585.0,4511.0,-5449.0,30930.0,35.0,19467.0
9327.0,7283.0,10517.0,7622.0,8157.0,17786.0,12221.0,2765.0,9577.0,35242.0,-13758.0,1150.0,14305.0,5563.0,-2283.0,14122.0,8072.0,-470.0,11854.0,1076.0,16189.0
889.0,115.0,4272.0,28044.0,3185.0,1293.0,50143.0,2878.0,24703.0,7544.0,19518.0,10315.0,10800.0,3113.0,-849.0,36971.0,8881.0,-4585.0,37348.0,3268.0,11772.0
4717.0,1027.0,7849.0,12098.0,6145.0,13184.0,17918.0,5166.0,12282.0,18899.0,4147.0,3859.0,12751.0,4607.0,9791.0,33126.0,12067.0,-3957.0,16960.0,-62.0,17608.0
2149.0,255.0,4325.0,30133.0,3248.0,1507.0,55554.0,2943.0,13356.0,8350.0,14293.0,7989.0,5790.0,4354.0,12122.0,17011.0,9421.0,-4999.0,31800.0,55.0,23966.0
5124.0,571.0,5168.0,27950.0,3626.0,2804.0,42466.0,3276.0,21360.0,7562.0,19972.0,2885.0,4983.0,3030.0,-2573.0,26506.0,4532.0,-4603.0,19615.0,170.0,13360.0
2645.0,7888.0,9471.0,9526.0,15615.0,17384.0,14054.0,8337.0,13056.0,8823.0,-9020.0,4507.0,18777.0,20181.0,13158.0,21346.0,27469.0,-3908.0,35935.0,-43.0,13522.0
1215.0,130.0,4234.0,9252.0,3224.0,12671.0,29608.0,3059.0,-943.0,17196.0,1306.0,3506.0,27754.0,11374.0,21508.0,3001.0,16601.0,1255.0,19742.0,76.0,12230.0
1119.0,880.0,6349.0,17310.0,3283.0,3710.0,31002.0,4210.0,24452.0,11203.0,-1068.0,3092.0,7574.0,3197.0,-6578.0,23487.0,-338.0,-894.0,16550.0,64.0,7356.0
912.0,135.0,4357.0,31214.0,3711.0,9477.0,55975.0,4627.0,22019.0,8439.0,19292.0,10748.0,6362.0,3245.0,-9025.0,50804.0,2090.0,-5297.0,38756.0,850.0,19688.0
2664.0,1099.0,4283.0,23124.0,3255.0,3056.0,32338.0,5441.0,22107.0,7736.0,13959.0,2310.0,8239.0,4844.0,-4995.0,29960.0,-132.0,-5073.0,23571.0,-183.0,11495.0
776.0,371.0,4670.0,17361.0,11392.0,8409.0,29461.0,2930.0,8110.0,7538.0,16692.0,1582.0,10436.0,6916.0,4196.0,13077.0,7818.0,-1240.0,12466.0,576.0,28080.0
978.0,67.0,4322.0,16502.0,4655.0,1392.0,18597.0,2984.0,8547.0,7724.0,20092.0,2603.0,5885.0,3268.0,-9198.0,45752.0,61.0,-3198.0,26857.0,64.0,28837.0
963.0,1034.0,4307.0,22271.0,3346.0,2324.0,50642.0,2654.0,7491.0,14730.0,20166.0,5163.0,5210.0,2711.0,3379.0,16296.0,8234.0,-4806.0,22937.0,-80.0,16632.0
11216.0,4598.0,8803.0,17058.0,10270.0,14247.0,21352.0,5723.0,21752.0,27799.0,-9594.0,1289.0,10963.0,6647.0,-9056.0,26269.0,7619.0,-472.0,18962.0,1397.0,17389.0
711.0,1497.0,4750.0,31073.0,3377.0,8089.0,55802.0,2799.0,20573.0,9668.0,9559.0,2595.0,9193.0,4767.0,9176.0,17679.0,1306.0,5215.0,16767.0,227.0,22405.0
2186.0,908.0,4378.0,18247.0,3419.0,6421.0,34808.0,3451.0,4587.0,9663.0,4558.0,1710.0,7041.0,4966.0,-6450.0,12632.0,7345.0,-228.0,10889.0,101.0,13095.0
2410.0,168.0,4639.0,30276.0,3933.0,4313.0,39596.0,4997.0,12165.0,25230.0,15482.0,3886.0,6003.0,8120.0,-9106.0,19562.0,4368.0,-667.0,23894.0,987.0,15103.0
3980.0,2732.0,4309.0,17397.0,3751.0,1400.0,15826.0,7783.0,8431.0,12361.0,-16519.0,1327.0,12934.0,4554.0,8412.0,13760.0,10875.0,-568.0,7935.0,223.0,9666.0
2650.0,5668.0,8909.0,16016.0,10001.0,17232.0,24188.0,15155.0,17360.0,23185.0,6814.0,7857.0,18085.0,9770.0,5281.0,23894.0,3332.0,-977.0,20658.0,324.0,16667.0
3804.0,1822.0,8686.0,13954.0,6407.0,7866.0,5361.0,4733.0,4483.0,10435.0,-13161.0,3434.0,60224.0,9462.0,-5137.0,15169.0,18316.0,-2489.0,18141.0,716.0,8137.0
777.0,59.0,4235.0,30606.0,3804.0,2778.0,55143.0,7774.0,23704.0,9635.0,11455.0,10159.0,4949.0,2738.0,-7727.0,52168.0,2107.0,-6280.0,37415.0,2294.0,9639.0
3975.0,169.0,4881.0,30842.0,3987.0,1730.0,50177.0,2721.0,4874.0,13718.0,10301.0,3005.0,5426.0,5190.0,8181.0,18371.0,7775.0,-1026.0,11757.0,236.0,21732.0
1092.0,514.0,4888.0,15378.0,3920.0,1652.0,47411.0,3676.0,7150.0,11037.0,17504.0,4529.0,9143.0,2653.0,4418.0,11345.0,3824.0,991.0,23035.0,4.0,22138.0
11089.0,3125.0,13928.0,20632.0,17019.0,22334.0,34767.0,8214.0,21933.0,34668.0,899.0,2735.0,26574.0,3601.0,-1478.0,14607.0,7964.0,-911.0,15734.0,848.0,11942.0
718.0,61.0,4642.0,31306.0,3266.0,1772.0,45339.0,3153.0,14335.0,8153.0,7031.0,7682.0,5240.0,3100.0,-7938.0,13109.0,778.0,-6087.0,25070.0,240.0,21454.0
1525.0,305.0,5977.0,31198.0,3931.0,7654.0,30492.0,6887.0,8581.0,18924.0,-3016.0,3306.0,9662.0,5416.0,10411.0,19620.0,2926.0,1410.0,18048.0,2162.0,12179.0
866.0,1815.0,4327.0,16928.0,3279.0,7062.0,31671.0,4310.0,6415.0,18815.0,-1607.0,4074.0,9805.0,5663.0,-4989.0,18945.0,1718.0,207.0,14148.0,908.0,12233.0
6335.0,2943.0,9642.0,10292.0,7288.0,7664.0,14575.0,4030.0,1496.0,24275.0,-12623.0,2564.0,13601.0,2714.0,11461.0,4859.0,12348.0,-1463.0,16756.0,-32.0,14346.0
3327.0,2004.0,5669.0,19130.0,6301.0,5351.0,40421.0,3449.0,3318.0,15307.0,5796.0,8765.0,13871.0,3643.0,-3886.0,10330.0,10263.0,-2607.0,15904.0,702.0,10182.0
8779.0,6344.0,13023.0,21987.0,8722.0,9329.0,41264.0,4504.0,14163.0,25223.0,-22031.0,4954.0,21984.0,5068.0,-7682.0,27019.0,11135.0,-2466.0,21802.0,2714.0,13997.0
2543.0,141.0,6824.0,16971.0,3691.0,1354.0,31908.0,3476.0,5949.0,23417.0,8952.0,1034.0,20776.0,3124.0,4652.0,17501.0,14677.0,1279.0,12202.0,15.0,19377.0
867.0,371.0,5142.0,15776.0,5017.0,12477.0,20781.0,4754.0,23902.0,21221.0,-2137.0,937.0,13296.0,5215.0,6613.0,20879.0,4191.0,930.0,14552.0,256.0,8706.0
749.0,251.0,4641.0,19422.0,10728.0,11503.0,35250.0,3528.0,17029.0,16390.0,18362.0,5019.0,11833.0,11105.0,6829.0,18511.0,2852.0,-2842.0,19707.0,518.0,12237.0
2901.0,3312.0,12658.0,29790.0,5740.0,1480.0,32356.0,2765.0,17982.0,25462.0,2748.0,5107.0,45780.0,6732.0,9330.0,26202.0,3332.0,271.0,20895.0,1093.0,19178.0
