3192,4787,2061,4268,4136,5111,4979,7059,1614,1200,4022,1849,401,3177,5047,4274,1827,3103,2566,5812,2517,6132,1941,6456,1334,3946,3902,6959,1559,2978,6285,3326,3875,6896,834,2313,710,2056,3006,2544,4883,1198,3141,101,3096,3781,786,1663,1778,1768
1230.0,1391.0,-11018.0,20010.0,602.0,15441.0,-69082.0,22591.0,-3067.0,642.0,-2209.0,18777.0,-490.0,-21056.0,-1771.0,9285.0,1796.0,1255.0,2525.0,-8989.0,1580.0,-4136.0,-1754.0,3611.0,16215.0,-1856.0,12693.0,-9266.0,107.0,-915.0,2263.0,618.0,1429.0,-4852.0,-889.0,-1431.0,-5993.0,-1816.0,-2616.0,-8312.0,-229.0,2252.0,-775.0,12039.0,-248.0,-1046.0,58.0,5617.0,-825.0,332.0
1212.0,9590.0,-5327.0,7897.0,10323.0,3875.0,-42628.0,10088.0,16876.0,613.0,1571.0,15725.0,-725.0,-12990.0,-1243.0,-2981.0,492.0,3628.0,1408.0,-5877.0,1101.0,-5093.0,-1975.0,2005.0,6679.0,-1111.0,3596.0,-11293.0,-1780.0,-1663.0,-2427.0,4126.0,1158.0,-8107.0,-355.0,-5263.0,323.0,-1572.0,-2926.0,-4586.0,3194.0,3847.0,-1598.0,16549.0,1694.0,222.0,-11.0,4221.0,-1614.0,1754.0
553.0,1406.0,-11463.0,19017.0,-510.0,3523.0,-49605.0,10818.0,2260.0,311.0,-3276.0,18682.0,-461.0,-14626.0,-2430.0,92.0,2662.0,1100.0,1814.0,-8932.0,-452.0,-4206.0,-3369.0,2112.0,18984.0,-827.0,5171.0,-12665.0,1764.0,-1300.0,-4768.0,4382.0,2201.0,-1822.0,1461.0,442.0,769.0,-1648.0,-2067.0,-7252.0,801.0,2362.0,-2404.0,15433.0,756.0,-1233.0,26.0,5608.0,-899.0,588.0
1317.0,1683.0,-9097.0,18764.0,-754.0,12147.0,-58745.0,9530.0,3503.0,16.0,-3102.0,14434.0,242.0,-16588.0,-4952.0,1230.0,2211.0,1067.0,697.0,1168.0,1166.0,-504.0,-1455.0,1242.0,19719.0,-1194.0,4365.0,-11751.0,956.0,-2047.0,-1127.0,4160.0,-2768.0,-1745.0,1110.0,6732.0,-936.0,-2309.0,-949.0,-3678.0,-383.0,3652.0,-2017.0,16675.0,22.0,-368.0,90.0,5061.0,-328.0,161.0
1245.0,3025.0,-6934.0,16585.0,15948.0,11249.0,-60750.0,9568.0,3888.0,-727.0,-1963.0,15346.0,-376.0,-14825.0,-3630.0,238.0,2099.0,-613.0,3331.0,2663.0,625.0,-4861.0,-2856.0,2678.0,21869.0,-1213.0,6435.0,-16040.0,1104.0,-1476.0,-1317.0,2991.0,701.0,-1806.0,-2425.0,10121.0,-754.0,-1792.0,-629.0,-3957.0,-473.0,-439.0,-4540.0,16297.0,1348.0,1301.0,3.0,6383.0,-601.0,543.0
1339.0,617.0,-7915.0,10961.0,2570.0,1942.0,-42183.0,2168.0,6963.0,465.0,-3039.0,13131.0,253.0,-9314.0,-1918.0,384.0,1318.0,3105.0,1411.0,-11276.0,-307.0,-2595.0,-1494.0,853.0,14323.0,-1316.0,1169.0,-17423.0,244.0,-971.0,-754.0,4714.0,333.0,-987.0,1355.0,-2268.0,16.0,-1138.0,-1581.0,-6768.0,37.0,2225.0,-1111.0,12316.0,832.0,-413.0,31.0,1674.0,-763.0,378.0
1419.0,1221.0,-5888.0,17185.0,3061.0,13869.0,-49043.0,5073.0,13098.0,310.0,-3294.0,7294.0,1541.0,-12176.0,-1037.0,5222.0,1911.0,3293.0,333.0,-491.0,1126.0,5812.0,-1417.0,248.0,10754.0,-2745.0,3844.0,-9921.0,-1306.0,-790.0,34.0,1522.0,-4698.0,-2489.0,-704.0,852.0,723.0,-219.0,-2069.0,-3265.0,1045.0,2903.0,98.0,17399.0,1051.0,-1686.0,168.0,1789.0,-863.0,260.0
-651.0,1728.0,-9732.0,14076.0,-1139.0,17416.0,-53342.0,4802.0,6279.0,49.0,-4035.0,12856.0,2762.0,-20962.0,-3494.0,6037.0,2994.0,2592.0,63.0,3738.0,1199.0,-1372.0,-918.0,-189.0,18281.0,-1094.0,10542.0,-12167.0,783.0,-241.0,-369.0,4439.0,-126.0,-2303.0,1531.0,-1306.0,-1739.0,-2017.0,-3002.0,-6628.0,737.0,3865.0,-3.0,13784.0,-1480.0,-1675.0,88.0,3300.0,-872.0,-53.0
1098.0,1261.0,-14232.0,16497.0,1869.0,3134.0,-58734.0,12453.0,1480.0,44.0,-4461.0,23002.0,252.0,-19486.0,-3333.0,-1705.0,1233.0,241.0,3096.0,112.0,858.0,-2374.0,-5722.0,3440.0,20189.0,4.0,9996.0,-20760.0,-994.0,-287.0,-1779.0,2544.0,3873.0,-835.0,4575.0,3877.0,986.0,-2619.0,-1058.0,-7268.0,134.0,4977.0,-4552.0,25292.0,1377.0,461.0,262.0,9567.0,-793.0,1397.0
