4787,1822,6743,1983,2126
-11013.0,-58.0,-24027.0,-27785.0,20739.0
-12232.0,5325.0,-11899.0,10407.0,29451.0
-14427.0,-355.0,-34416.0,-2663.0,36414.0
-15815.0,3167.0,-27323.0,-17434.0,21434.0
-10788.0,6906.0,-23554.0,-7644.0,24450.0
-13585.0,-3526.0,-23130.0,-13959.0,29374.0
-14908.0,6099.0,-15826.0,-5530.0,15433.0
-14577.0,6747.0,-19256.0,-17493.0,22904.0
-15421.0,6824.0,-28316.0,10947.0,44206.0
-13152.0,6184.0,-5591.0,2075.0,38869.0
-13918.0,7224.0,-9310.0,2951.0,35677.0
-6232.0,23902.0,-7105.0,1278.0,15447.0
-16719.0,-14791.0,-42423.0,-17073.0,27488.0
-10707.0,13180.0,813.0,1178.0,21274.0
-13998.0,7004.0,-36649.0,-34129.0,24195.0
-17087.0,9174.0,-36208.0,-6991.0,21951.0
-15136.0,7806.0,-10279.0,5154.0,31574.0
-10225.0,24137.0,2134.0,2689.0,16787.0
-13446.0,7870.0,-15238.0,-11039.0,8581.0
-12566.0,10826.0,-39519.0,-28156.0,23974.0
-11778.0,4202.0,-25029.0,-6719.0,25209.0
-14479.0,-10092.0,-25397.0,-18769.0,15763.0
-12140.0,-1316.0,-17122.0,-16776.0,15113.0
-11641.0,1376.0,-35141.0,-7578.0,22384.0
-14952.0,21262.0,-12608.0,-10309.0,21302.0
-17599.0,2177.0,-36444.0,-24904.0,17703.0
-12802.0,14928.0,-9879.0,-13965.0,9317.0
-15033.0,-1335.0,-34921.0,-11836.0,18335.0
-16576.0,18108.0,-14850.0,-5954.0,22879.0
-9091.0,7788.0,-18156.0,5041.0,30035.0
-7980.0,17330.0,-12608.0,2510.0,9377.0
-12026.0,10615.0,-37891.0,-25227.0,20681.0
-14142.0,3279.0,-28648.0,-14034.0,30226.0
-10352.0,805.0,-28866.0,-15810.0,20841.0
-11408.0,16122.0,-13828.0,24505.0,10266.0
-13167.0,-9316.0,-35999.0,-30994.0,14367.0
-14851.0,5661.0,-36041.0,-11114.0,23431.0
-14651.0,3495.0,-27475.0,-20044.0,15298.0
-8402.0,20667.0,5538.0,3051.0,15808.0
-14268.0,9119.0,-21983.0,-9345.0,14117.0
-12227.0,5643.0,-25357.0,-9869.0,15120.0
-13000.0,15268.0,-15918.0,-10882.0,23807.0
-12588.0,-5000.0,-11866.0,-572.0,29768.0
-13059.0,6260.0,-21337.0,-7363.0,29225.0
-11494.0,263.0,-32587.0,3068.0,32856.0
-13261.0,4082.0,-40079.0,-11686.0,33040.0
-10751.0,20725.0,825.0,26498.0,32513.0
40235.0,77480.0,25863.0,18601.0,43014.0
32828.0,43544.0,5170.0,3651.0,17237.0
35183.0,84646.0,36461.0,83437.0,71527.0
33728.0,82107.0,34546.0,57072.0,44231.0
35089.0,69148.0,21312.0,20748.0,16290.0
31685.0,68438.0,31165.0,25563.0,40390.0
35959.0,77545.0,33350.0,28531.0,28080.0
37726.0,84446.0,31436.0,71868.0,50405.0
40407.0,78986.0,13418.0,20437.0,42568.0
34599.0,72020.0,17608.0,20756.0,50197.0
34970.0,70833.0,27836.0,56900.0,47871.0
37140.0,75843.0,37310.0,82463.0,57365.0
40218.0,90432.0,42790.0,36525.0,43806.0
35606.0,92509.0,39307.0,45637.0,45389.0
36226.0,89897.0,41318.0,45970.0,46841.0
38000.0,92107.0,30196.0,41385.0,27875.0
34061.0,80627.0,23303.0,34611.0,18615.0
36074.0,70963.0,18508.0,43745.0,32135.0
38414.0,72807.0,28050.0,74319.0,9753.0
34736.0,72033.0,29298.0,20399.0,30909.0
40238.0,79023.0,23680.0,26555.0,39463.0
29477.0,44480.0,1267.0,3123.0,10422.0
34222.0,76102.0,36439.0,68830.0,60040.0
39451.0,86548.0,15661.0,17027.0,33344.0
34656.0,78795.0,16718.0,81445.0,58972.0
