6780,2729,4788,4664,215,6158
1275.0,-1341.0,2975.0,10198.0,-11793.0,73726.0
668.0,-640.0,8085.0,7183.0,-18539.0,54553.0
-470.0,30.0,4008.0,13812.0,-12600.0,73475.0
454.0,-452.0,-191.0,6667.0,-11075.0,66803.0
641.0,-715.0,3188.0,-369.0,-16839.0,53770.0
-376.0,-80.0,6982.0,13806.0,-11266.0,88808.0
506.0,-266.0,-55.0,6148.0,-10966.0,88026.0
985.0,-89.0,4402.0,5424.0,-14585.0,76219.0
-26.0,-422.0,403.0,6843.0,-11575.0,59416.0
522.0,20.0,8328.0,527.0,-16743.0,73311.0
1085.0,2.0,7640.0,12981.0,-14283.0,67062.0
150.0,-354.0,2853.0,4858.0,-19987.0,83284.0
141.0,-1072.0,10240.0,7921.0,-12143.0,70093.0
792.0,-234.0,680.0,7248.0,-17013.0,60194.0
5.0,-1007.0,5018.0,1752.0,-11599.0,60314.0
19.0,-345.0,3598.0,6325.0,-18488.0,63003.0
-442.0,-2036.0,-5234.0,-3930.0,-20450.0,60340.0
348.0,-1279.0,397.0,5645.0,-23454.0,69184.0
395.0,-440.0,10816.0,-2295.0,-10969.0,68898.0
407.0,-1204.0,6585.0,15557.0,-11533.0,35141.0
1098.0,-277.0,8770.0,14810.0,-2746.0,81688.0
-491.0,-879.0,7610.0,6274.0,-18615.0,83053.0
608.0,-169.0,11069.0,10470.0,-15093.0,102309.0
-770.0,-668.0,-312.0,3131.0,-11345.0,70504.0
622.0,-23.0,7862.0,2274.0,-25046.0,61801.0
413.0,-67.0,442.0,2009.0,-11952.0,70533.0
-584.0,-1280.0,1115.0,12483.0,-19879.0,82330.0
1043.0,-551.0,3438.0,9351.0,-10317.0,108400.0
-254.0,-779.0,2861.0,-5718.0,-18171.0,88973.0
-170.0,-1707.0,10431.0,12900.0,-3299.0,89585.0
747.0,-1463.0,4570.0,2386.0,-21374.0,96219.0
475.0,-1323.0,5936.0,4316.0,-12202.0,53965.0
-348.0,-1821.0,848.0,12243.0,-22433.0,88864.0
640.0,-501.0,4088.0,4766.0,-5642.0,82712.0
-418.0,-231.0,10621.0,15647.0,-9999.0,102304.0
414.0,-60.0,4741.0,9743.0,-2616.0,87300.0
344.0,-1477.0,-4000.0,-4007.0,-21608.0,76936.0
765.0,-308.0,9890.0,15582.0,-3266.0,87312.0
521.0,-196.0,-3103.0,7037.0,-23481.0,108366.0
1320.0,-1553.0,-3239.0,6225.0,-13369.0,108607.0
677.0,-37.0,1705.0,13326.0,-11304.0,94906.0
205.0,-507.0,4938.0,14874.0,-2246.0,86239.0
1441.0,47.0,8797.0,9447.0,-3761.0,77754.0
1427.0,4.0,11167.0,14295.0,-1591.0,81333.0
-793.0,-2328.0,-6044.0,-5748.0,-27411.0,46624.0
112.0,-1438.0,6536.0,3047.0,-14120.0,59242.0
-126.0,-681.0,10777.0,12139.0,-12208.0,74697.0
-768.0,-2331.0,-6053.0,-5709.0,-22942.0,70428.0
-140.0,-1678.0,-3523.0,2146.0,-9257.0,97003.0
-433.0,-884.0,454.0,15615.0,-9152.0,76061.0
1444.0,47.0,11149.0,15588.0,-2124.0,73871.0
1322.0,-153.0,8914.0,8868.0,-6407.0,68026.0
295.0,-3.0,5067.0,1975.0,-21806.0,70107.0
668.0,-184.0,7398.0,3314.0,-12806.0,109876.0
538.0,-634.0,5881.0,11524.0,-26634.0,56776.0
1054.0,-850.0,3976.0,10723.0,-24433.0,72312.0
629.0,-1190.0,3103.0,10639.0,-14706.0,72954.0
-67.0,-61.0,4281.0,14219.0,-11634.0,83107.0
947.0,-568.0,6967.0,-4472.0,-7536.0,72167.0
-648.0,-80.0,4321.0,12777.0,-8500.0,96539.0
-87.0,-1703.0,3728.0,7658.0,-12721.0,116270.0
1430.0,-1648.0,1360.0,1725.0,-22226.0,69318.0
807.0,-131.0,4061.0,-1487.0,-26003.0,122764.0
596.0,-506.0,-1848.0,2335.0,-14885.0,141513.0
-364.0,-1119.0,-3316.0,6471.0,-20228.0,86824.0
1176.0,-903.0,9016.0,1645.0,-26503.0,176745.0
1083.0,-186.0,9312.0,12671.0,-22645.0,92689.0
1128.0,-1027.0,-1059.0,5058.0,-24724.0,83996.0
127.0,-6.0,4246.0,11547.0,-1534.0,91552.0
621.0,-1052.0,2864.0,4492.0,-18837.0,58898.0
718.0,-1170.0,-1162.0,11073.0,-19707.0,117788.0
675.0,-1660.0,634.0,6255.0,-4487.0,97430.0
