1118,3633,9667,8584,7753,9831,6047,8936,9111,6336,6412,1175,2758,2857,6719,12011,11642,8624,5829,6668,8732,5527,2848,2517,8696,5133,9074,3308,8267
43762.500000000015,45491.79999999998,59105.700000000026,32848.6,-3.099999999999909,-37008.400000000016,57453.4,83753.80000000005,122103.40000000002,29160.499999999993,-24599.3,3317.4,-29252.999999999996,-24378.00000000001,94947.4,-7264.9,-4654.499999999999,-35467.90000000001,87306.90000000002,619.8,2049.3,34028.1,5836.700000000001,31663.1,47171.8,-7889.5999999999985,488.6,22809.6,8032.0
43421.0,59594.0,89008.0,28688.0,-883.0,-28728.0,88990.0,85267.0,122579.0,44356.0,-32021.0,7458.0,-35611.0,-20261.0,111609.0,-3657.0,-6266.0,-37297.0,103327.0,330.0,3062.0,46167.0,2159.0,35140.0,71720.0,-5810.0,4023.0,26785.0,13801.0
17673.0,22631.0,42463.0,14037.0,1063.0,-22116.0,20754.0,40635.0,34618.0,12303.0,-18948.0,1686.0,-23501.0,-20706.0,46675.0,-5441.0,1773.0,-20111.0,34849.0,618.0,2319.0,14473.0,1412.0,56205.0,17541.0,-17618.0,392.0,2634.0,2043.0
45325.0,58851.0,72313.0,37742.0,2072.0,-35889.0,60243.0,86309.0,112561.0,26858.0,-13231.0,16746.0,-35027.0,-31894.0,109670.0,-5157.0,7372.0,-24796.0,101019.0,976.0,1164.0,42532.0,-628.0,35870.0,72557.0,2211.0,6757.0,14921.0,8806.0
42856.0,48880.0,84653.0,27001.0,-893.0,-24468.0,34688.0,73836.0,83843.0,43930.0,-19544.0,6257.0,-31643.0,-23929.0,76290.0,4437.0,1545.0,-28733.0,75011.0,2011.0,175.0,35664.0,11603.0,47254.0,79117.0,-23256.0,511.0,40602.0,14247.0
36890.0,56400.0,88668.0,33267.0,-186.0,-35107.0,88081.0,85683.0,86838.0,44633.0,-30665.0,6680.0,-38607.0,-38468.0,86142.0,-2941.0,2170.0,-37974.0,70327.0,587.0,7043.0,41965.0,899.0,35536.0,53527.0,1002.0,3264.0,16937.0,11829.0
46139.0,59425.0,89550.0,42684.0,-1203.0,-33662.0,88859.0,81694.0,120377.0,45559.0,-31698.0,4962.0,-38736.0,-31397.0,108254.0,-6819.0,9551.0,-34539.0,102101.0,446.0,3048.0,42665.0,6093.0,35461.0,57123.0,2383.0,291.0,29780.0,15948.0
37826.0,53069.0,67920.0,31458.0,573.0,-24060.0,69746.0,84859.0,98442.0,33925.0,-30500.0,1177.0,-21512.0,-31079.0,97390.0,-898.0,12360.0,-28851.0,93122.0,1711.0,2804.0,51861.0,789.0,60965.0,60982.0,-1412.0,2542.0,26398.0,14803.0
41599.0,41550.0,89105.0,26235.0,-643.0,-37094.0,46664.0,85543.0,87531.0,15014.0,-30083.0,4706.0,-38183.0,-31791.0,106484.0,-6217.0,-1000.0,-38594.0,83101.0,569.0,1006.0,42114.0,135.0,35845.0,39235.0,1976.0,1645.0,25155.0,15479.0
28988.0,45731.0,87933.0,25149.0,3364.0,-37134.0,43522.0,86803.0,89378.0,38914.0,-27571.0,15795.0,-20184.0,-23702.0,112430.0,1209.0,13289.0,-27348.0,76303.0,447.0,5095.0,54435.0,-705.0,42899.0,80501.0,2554.0,6378.0,33350.0,15871.0
42028.0,61709.0,74300.0,40868.0,-222.0,-36841.0,89463.0,85547.0,120444.0,34014.0,-29878.0,6215.0,-32316.0,-22263.0,113141.0,-5281.0,7891.0,-35488.0,105527.0,758.0,251.0,54493.0,2390.0,53065.0,79511.0,5883.0,1144.0,27841.0,13304.0
44130.0,54654.0,56249.0,25915.0,-373.0,-37186.0,41997.0,76295.0,104402.0,33812.0,-26394.0,10771.0,-31483.0,-26591.0,91623.0,-1195.0,6070.0,-27147.0,86639.0,616.0,676.0,39869.0,-378.0,56415.0,53606.0,1941.0,1909.0,9701.0,7854.0
29813.0,49422.0,71595.0,20111.0,2134.0,-27437.0,39856.0,74268.0,60884.0,45051.0,-18973.0,7184.0,-24894.0,-15041.0,85470.0,7662.0,10438.0,-21125.0,68991.0,2231.0,4049.0,37938.0,5172.0,73948.0,57413.0,-19508.0,7085.0,8864.0,11892.0
43349.0,58808.0,87973.0,38073.0,-668.0,-34717.0,82529.0,81736.0,121597.0,41988.0,-32416.0,10690.0,-35040.0,-31822.0,100064.0,-4945.0,-3398.0,-10632.0,97331.0,564.0,745.0,48439.0,921.0,35465.0,81172.0,507.0,226.0,49106.0,17176.0
40317.0,45042.0,71173.0,15878.0,58.0,-35911.0,41035.0,82532.0,85720.0,19804.0,-31374.0,2780.0,-34937.0,-21493.0,107940.0,-3156.0,9705.0,-32361.0,99874.0,1600.0,824.0,38210.0,3063.0,42235.0,59296.0,-24373.0,2183.0,45518.0,16095.0
