8953,4442,347,2570,8448,8656,8603,11940
-55.0,241.0,110.0,-108.0,226.0,-142.0,-229.0,178.0
-16.0,322.0,167.0,656.0,375.0,-145.0,-153.0,207.0
-19.0,-72.0,45.0,-1394.0,-726.0,-8.0,-771.0,-250.0
-115.0,-6.0,52.0,-382.0,-494.0,-1132.0,-511.0,517.0
-86.0,-144.0,-16.0,-1353.0,-712.0,587.0,-86.0,69.0
-37.0,150.0,-56.0,-10.0,-829.0,378.0,-374.0,-144.0
-89.0,42.0,-4.0,-973.0,-687.0,-744.0,-699.0,646.0
14.0,73.0,87.0,198.0,191.0,171.0,-168.0,195.0
-37.0,-18.0,-15.0,-729.0,-23.0,211.0,-562.0,-161.0
-114.0,-220.0,141.0,-800.0,-904.0,-823.0,-627.0,95.0
-73.0,-37.0,6.0,-239.0,-650.0,-585.0,-188.0,609.0
-112.0,15.0,55.0,-1856.0,-892.0,-1191.0,-1169.0,-373.0
-70.0,151.0,-9.0,607.0,326.0,52.0,-402.0,752.0
1.0,-215.0,-41.0,-1511.0,-1325.0,-2627.0,-1636.0,-650.0
-42.0,-40.0,-43.0,-1008.0,-1585.0,-788.0,-776.0,-278.0
-61.0,-85.0,-85.0,-1563.0,-31.0,-891.0,-1062.0,-206.0
-22.0,89.0,-25.0,-540.0,210.0,-1033.0,-601.0,134.0
-40.0,289.0,73.0,-2016.0,-2663.0,-2081.0,-2059.0,-506.0
-18.0,280.0,-14.0,-850.0,-420.0,-844.0,-415.0,495.0
-46.0,239.0,-14.0,-1309.0,-633.0,-1701.0,-827.0,116.0
-121.0,78.0,80.0,-209.0,342.0,-636.0,-434.0,-2.0
-35.0,153.0,57.0,427.0,122.0,113.0,-514.0,1225.0
-113.0,138.0,93.0,-221.0,-316.0,294.0,-543.0,-147.0
-61.0,68.0,62.0,64.0,-220.0,-920.0,-360.0,373.0
-17.0,-60.0,38.0,309.0,-226.0,-852.0,-221.0,589.0
-19.0,121.0,74.0,190.0,517.0,157.0,-392.0,557.0
-69.0,24.0,36.0,257.0,446.0,-341.0,-91.0,301.0
-11.0,157.0,97.0,-46.0,204.0,66.0,17.0,230.0
-45.0,155.0,119.0,665.0,909.0,-739.0,-130.0,758.0
-105.0,-24.0,-61.0,-869.0,-3.0,-1019.0,-542.0,680.0
-59.0,64.0,-63.0,-1839.0,-224.0,-1758.0,-1333.0,-80.0
25.0,54.0,119.0,179.0,220.0,-251.0,84.0,465.0
-4.0,-8.0,31.0,-318.0,695.0,-786.0,-203.0,70.0
-53.0,78.0,-60.0,545.0,650.0,-656.0,-592.0,2003.0
-22.0,191.0,169.0,624.0,253.0,-153.0,115.0,399.0
12.0,84.0,89.0,592.0,242.0,-257.0,-291.0,672.0
-4.0,394.0,54.0,299.0,304.0,-184.0,-300.0,332.0
4.0,-3.0,113.0,-312.0,291.0,-271.0,-14.0,425.0
40.0,181.0,49.0,-363.0,315.0,700.0,133.0,531.0
-74.0,120.0,0.0,-304.0,-102.0,-271.0,-301.0,1118.0
-66.0,-72.0,49.0,-824.0,654.0,26.0,-196.0,99.0
-67.0,115.0,19.0,-692.0,822.0,-4050.0,-1772.0,-1085.0
34.0,-95.0,79.0,-609.0,-222.0,256.0,-223.0,153.0
59.0,402.0,101.0,-157.0,354.0,783.0,-164.0,137.0
-50.0,-245.0,-34.0,-1289.0,-18.0,160.0,-582.0,594.0
66.0,371.0,183.0,879.0,501.0,-615.0,-60.0,609.0
64.0,336.0,181.0,879.0,599.0,302.0,21.0,582.0
-7.0,-237.0,-9.0,-627.0,-36.0,-386.0,-81.0,171.0
23.0,-105.0,-11.0,-613.0,582.0,614.0,-272.0,649.0
18.0,14.0,12.0,-52.0,873.0,-536.0,-92.0,85.0
-17.0,80.0,123.0,902.0,-41.0,34.0,-59.0,651.0
-27.0,111.0,52.0,231.0,285.0,-49.0,-136.0,251.0
-182.90000200000006,-495.59999300000027,-93.59999800000001,-2627.3998630000015,-1422.700108,-1816.699987,-989.100005,345.600002
-99.0,-203.0,-3.0,-819.0,-401.0,-582.0,-261.0,575.0
-179.0,-497.0,-101.0,-3019.0,-3222.0,-2886.0,-2117.0,-490.0
-67.0,-116.0,-23.0,-2726.0,-1948.0,-1047.0,-1413.0,-350.0
-80.0,-209.0,-91.0,-2653.0,-3040.0,-545.0,-1256.0,-478.0
-52.0,-98.0,-99.0,-2981.0,-2209.0,6.0,-1163.0,-49.0
-101.0,18.0,47.0,-2874.0,-2620.0,-3578.0,-2992.0,-515.0
-114.0,-398.0,50.0,-2327.0,-1103.0,-988.0,-1004.0,198.0
-183.0,-97.0,-23.0,-2064.0,-1579.0,-3701.0,-2815.0,-871.0
-134.0,-18.0,26.0,-2483.0,-2654.0,-3559.0,-2476.0,-676.0
-90.0,47.0,52.0,-3012.0,-1344.0,-500.0,-698.0,90.0
-183.0,-446.0,-88.0,-2218.0,-1827.0,-3367.0,-1568.0,1091.0
-58.0,-194.0,6.0,-1140.0,-668.0,-435.0,-1151.0,1075.0
60.0,-64.0,122.0,-2399.0,-2374.0,-4046.0,-3010.0,-1028.0
-37.0,-210.0,29.0,-1342.0,-3219.0,-2197.0,-2026.0,739.0
-151.0,-150.0,3.0,-2709.0,-1392.0,-1895.0,-1985.0,-845.0
-16.0,310.0,25.0,-536.0,-1272.0,-4035.0,-2980.0,-1081.0
-57.0,-146.0,60.0,-2907.0,-1835.0,-2906.0,-1704.0,141.0
49.0,364.0,185.0,-2071.0,-1274.0,-3690.0,-2781.0,-785.0
-18.0,-131.0,-23.0,-2101.0,-598.0,620.0,-533.0,186.0
-32.0,-99.0,0.0,-2519.0,-1905.0,-3114.0,-2370.0,-55.0
