6184,6929,8497,11215,8650,6543,8451,10922,994,8551,11063,145,983,287,11550,305,10693,592,7303,1375,770,1253
483.0,1436.0,2941.0,2089.0,1853.0,2081.0,688.0,3333.0,1164.0,903.0,1623.0,2061.0,812.0,1833.0,859.0,570.0,1354.0,1201.0,413.0,836.0,3214.0,1578.0
522.0,561.0,1934.0,1912.0,1631.0,1835.0,718.0,2306.0,1501.0,769.0,1380.0,1868.0,1029.0,1454.0,811.0,409.0,1198.0,988.0,481.0,679.0,3251.0,1562.0
157.0,342.0,498.0,914.0,1557.0,1219.0,-24.0,3139.0,1874.0,1284.0,1421.0,665.0,1066.0,490.0,625.0,628.0,928.0,112.0,987.0,498.0,3787.0,2041.0
75.0,254.0,457.0,195.0,1273.0,1932.0,968.0,2038.0,1769.0,702.0,985.0,790.0,982.0,672.0,728.0,263.0,647.0,366.0,608.0,751.0,2186.0,1183.0
289.0,395.0,1455.0,895.0,1392.0,1750.0,216.0,2421.0,1363.0,504.0,1121.0,1630.0,967.0,1213.0,622.0,399.0,1250.0,292.0,544.0,964.0,2962.0,1336.0
-15.0,235.0,788.0,1447.0,1207.0,1380.0,-277.0,3572.0,1812.0,1142.0,841.0,806.0,1743.0,1135.0,876.0,784.0,2026.0,304.0,1152.0,657.0,4661.0,3434.0
129.0,272.0,1406.0,1054.0,1653.0,2543.0,368.0,3276.0,1229.0,403.0,1167.0,1375.0,936.0,994.0,492.0,511.0,1287.0,594.0,315.0,426.0,2335.0,1436.0
175.0,475.0,2344.0,3231.0,1569.0,2567.0,619.0,3548.0,1156.0,713.0,755.0,1558.0,1093.0,1961.0,742.0,322.0,1303.0,688.0,485.0,1003.0,3048.0,1813.0
321.0,196.0,1735.0,176.0,1060.0,1830.0,50.0,2612.0,1602.0,1853.0,752.0,1372.0,945.0,1662.0,364.0,-12.0,1930.0,219.0,753.0,2535.0,4849.0,737.0
472.0,214.0,1658.0,267.0,1126.0,999.0,508.0,1881.0,1552.0,1429.0,1293.0,1197.0,1028.0,460.0,564.0,204.0,945.0,286.0,553.0,1286.0,3665.0,974.0
223.0,222.0,991.0,480.0,1081.0,735.0,268.0,1298.0,1602.0,424.0,1146.0,1703.0,643.0,863.0,497.0,535.0,986.0,289.0,337.0,994.0,3311.0,1456.0
77.0,344.0,840.0,75.0,630.0,1192.0,769.0,2058.0,1498.0,1640.0,1412.0,1135.0,1522.0,557.0,616.0,94.0,1135.0,227.0,849.0,1720.0,4705.0,798.0
