6185,4365,8850,299,942,1002,12448,307,9067,12360
556.0,915.0,2635.0,4785.0,3598.0,1853.0,1006.0,4575.0,11906.0,1670.0
594.0,1128.0,2915.0,4125.0,4402.0,2522.0,1350.0,3969.0,7651.0,1653.0
518.0,712.0,2673.0,2958.0,2931.0,984.0,1140.0,2518.0,12209.0,2996.0
484.0,665.0,2320.0,3362.0,2569.0,975.0,1023.0,2076.0,6821.0,1528.0
546.0,582.0,2361.0,3286.0,1908.0,573.0,1243.0,3986.0,7383.0,1648.0
555.0,1085.0,2367.0,2817.0,3173.0,1216.0,1292.0,3454.0,11647.0,3824.0
400.0,1066.0,2300.0,3278.0,3074.0,1577.0,1072.0,4003.0,9770.0,1567.0
533.0,593.0,2460.0,3960.0,3395.0,2162.0,1422.0,3851.0,7238.0,1698.0
571.0,1099.0,2774.0,4109.0,3262.0,3865.0,1616.0,5029.0,4260.0,967.0
750.0,860.0,2923.0,3665.0,3288.0,1884.0,1630.0,4342.0,7801.0,1108.0
456.0,599.0,2341.0,3570.0,3041.0,1589.0,976.0,3596.0,7685.0,1952.0
455.0,761.0,2804.0,4293.0,3706.0,1884.0,1394.0,5033.0,6627.0,1403.0
630.0,1119.0,2981.0,4438.0,4136.0,1644.0,1154.0,4083.0,8394.0,2099.0
545.0,632.0,1925.0,3384.0,3145.0,1162.0,1119.0,2835.0,5065.0,1348.0
568.0,946.0,2716.0,3584.0,3667.0,1984.0,1226.0,4125.0,8554.0,2419.0
548.0,887.0,2951.0,2992.0,3172.0,1532.0,1352.0,4347.0,9678.0,2658.0
700.0,815.0,2555.0,3951.0,4324.0,2702.0,1263.0,4686.0,9788.0,1902.0
445.0,636.0,2261.0,2591.0,2265.0,743.0,668.0,1393.0,1423.0,223.0
537.0,713.0,2047.0,3395.0,2652.0,2034.0,755.0,3486.0,7260.0,1585.0
507.0,744.0,2761.0,3993.0,3450.0,1598.0,1182.0,2916.0,6794.0,1667.0
755.0,1013.0,2899.0,3680.0,3798.0,3216.0,1031.0,4852.0,9516.0,2438.0
334.0,618.0,2514.0,3459.0,3235.0,1428.0,1292.0,4024.0,8659.0,1393.0
490.0,750.0,2786.0,4353.0,3546.0,2084.0,2099.0,3939.0,11908.0,3366.0
535.0,686.0,2775.0,4291.0,3517.0,2273.0,993.0,3337.0,8228.0,1389.0
792.0,905.0,2391.0,3697.0,3183.0,1742.0,1489.0,3715.0,7538.0,1323.0
513.0,915.0,2761.0,4427.0,3532.0,1930.0,1500.0,4599.0,9404.0,1379.0
784.0,987.0,2889.0,3468.0,4273.0,2245.0,1113.0,4352.0,8908.0,1882.0
674.0,837.0,2802.0,3360.0,3110.0,1693.0,1424.0,4084.0,6388.0,1381.0
570.0,944.0,2368.0,3386.0,3380.0,1756.0,1090.0,3424.0,7449.0,1841.0
578.0,868.0,2808.0,3172.0,2969.0,1221.0,723.0,3221.0,6860.0,1961.0
511.0,542.0,2304.0,2924.0,2828.0,506.0,604.0,1337.0,2753.0,528.0
