9740,10456,7665,2260,8936,317,5493,5579,11805,11228,7279,4409,5626,8584,4803,10074,8799,7231,1324,10894,8403,10186,11523,7968,12390,6992,2614,8909,4271,4518,10877,3437,3350,10474,9006,11642,5092,4228,8477,8790,703,8739,10446,9549,9048,6668,10887,813,7067,8322,7622,4953,7522,6284,5681,10470,8480,10768,10385,4689,10433,6403,2247,5682,1235,6904,29,4605,11214,3510,7994,1578
44649.299999999996,23290.799999999996,48508.200000000004,66781.5,29528.000000000015,-53177.0,62011.90000000001,5091.999999999999,35330.200000000004,26332.6,62076.1,36109.4,83436.4,34730.900000000016,74179.5,14987.100000000002,18930.2,6803.3,36567.90000000001,-13804.999999999995,24108.000000000004,-47819.1,10161.9,36353.90000000001,66624.5,13588.6,-28477.800000000003,54474.200000000004,18990.3,19532.800000000003,2261.9000000000005,-315.2000000000007,11611.8,-8734.7,-6138.699999999993,-16963.1,36302.6,9370.700000000003,58984.1,-3772.2,-32496.0,21134.399999999998,15471.2,-31398.6,-803.5999999999995,17259.8,-26326.3,-1685.5,-5502.900000000001,8015.1,2745.6999999999985,-5413.0,8399.000000000004,8531.6,-18351.199999999997,3556.7,-16266.199999999995,3814.4,-2282.599999999999,-8057.700000000001,-22914.1,-27529.1,6333.1,1498.8,24696.000000000007,1526.1,9690.9,3418.7999999999997,-2277.7999999999984,-865.4,382.2999999999997,243.3
47378.0,23538.0,49229.0,81853.0,27201.0,-68745.0,75779.0,9787.0,44348.0,40372.0,90038.0,47070.0,88045.0,36025.0,83407.0,18187.0,18436.0,15680.0,48471.0,333.0,33320.0,-40793.0,15204.0,42915.0,73435.0,23855.0,-29446.0,58553.0,21423.0,26715.0,3019.0,-3239.0,13985.0,-3556.0,-14324.0,-20051.0,49444.0,13803.0,67299.0,-2838.0,-52159.0,36272.0,22494.0,-37159.0,-3686.0,6713.0,-28298.0,-2622.0,10414.0,14691.0,7448.0,-8907.0,-2658.0,13526.0,-11368.0,11983.0,-5561.0,12289.0,-716.0,-10896.0,-40422.0,-37889.0,11383.0,3578.0,7555.0,2021.0,6415.0,4709.0,5296.0,-478.0,897.0,413.0
26741.0,15517.0,14020.0,58315.0,-10455.0,-39847.0,30291.0,4018.0,13953.0,9393.0,21120.0,16153.0,32914.0,22588.0,47616.0,3824.0,6491.0,5204.0,15246.0,-46802.0,22275.0,-63695.0,5101.0,23932.0,35867.0,10555.0,-10864.0,22232.0,9737.0,4390.0,291.0,27126.0,6100.0,-6265.0,-30829.0,-637.0,22764.0,6253.0,-130.0,-12761.0,15372.0,9681.0,6399.0,-7452.0,26391.0,40954.0,-375.0,948.0,-45499.0,2230.0,3290.0,-2658.0,22954.0,4475.0,-42131.0,3695.0,-26004.0,-22973.0,-1383.0,-4962.0,-3640.0,-8340.0,1595.0,-146.0,59129.0,-106.0,26069.0,1941.0,-21205.0,-2216.0,-604.0,331.0
53035.0,20427.0,34435.0,91291.0,34395.0,-51153.0,61348.0,9912.0,34838.0,23962.0,59659.0,37290.0,81788.0,31039.0,80712.0,10856.0,7750.0,6225.0,34960.0,14833.0,41685.0,-49373.0,14184.0,25588.0,77996.0,31363.0,-22665.0,31466.0,24960.0,16044.0,764.0,610.0,14283.0,-9308.0,11457.0,1044.0,27313.0,15338.0,45634.0,5124.0,-21914.0,30327.0,23184.0,-40728.0,-2584.0,13719.0,-30580.0,-3705.0,-12245.0,20836.0,4077.0,-3334.0,-2279.0,12095.0,-18738.0,6658.0,-10764.0,6730.0,434.0,-10054.0,-32147.0,-25765.0,9293.0,2880.0,16180.0,3340.0,15856.0,6011.0,6369.0,-764.0,4685.0,110.0
54018.0,19813.0,21329.0,59099.0,13316.0,-53264.0,37581.0,5405.0,43894.0,28740.0,40477.0,29421.0,41600.0,29505.0,45046.0,13675.0,10779.0,4827.0,39725.0,-42648.0,13222.0,-70579.0,5106.0,40426.0,65403.0,7925.0,-24209.0,37072.0,10803.0,12651.0,1844.0,16090.0,11594.0,-14040.0,-19279.0,-2437.0,25721.0,6256.0,37811.0,-2268.0,-24914.0,21718.0,11685.0,-19712.0,13403.0,30961.0,-9082.0,617.0,-19983.0,2881.0,9970.0,-1436.0,16769.0,5654.0,-28018.0,404.0,-20269.0,-11609.0,-2240.0,-8188.0,-20830.0,-18156.0,7651.0,2754.0,49937.0,-387.0,19091.0,-700.0,-11814.0,-927.0,-822.0,-39.0
41170.0,14045.0,46078.0,74550.0,25575.0,-70835.0,62317.0,7874.0,40525.0,39407.0,66093.0,39487.0,66652.0,33799.0,69813.0,16177.0,13981.0,10355.0,45559.0,-873.0,22055.0,-56670.0,13026.0,33599.0,65049.0,14590.0,-29914.0,53928.0,18257.0,16413.0,844.0,4505.0,12054.0,-9892.0,733.0,-17352.0,27651.0,14010.0,46997.0,-367.0,-45416.0,25386.0,16516.0,-22777.0,-5248.0,20559.0,-19970.0,-2581.0,-10275.0,7462.0,4001.0,-5362.0,8288.0,10773.0,-22861.0,9089.0,-23030.0,-5115.0,-2216.0,-6919.0,-34193.0,-25669.0,8158.0,3094.0,29601.0,-662.0,17605.0,2746.0,2614.0,-844.0,471.0,805.0
63504.0,29616.0,53270.0,63723.0,30914.0,-65504.0,65084.0,9144.0,57556.0,28821.0,72241.0,35307.0,95416.0,47831.0,73049.0,22793.0,19525.0,8522.0,45962.0,9912.0,25750.0,-50470.0,14837.0,36064.0,60322.0,13048.0,-34175.0,59616.0,26964.0,18117.0,3657.0,-648.0,16423.0,-10512.0,10710.0,-21604.0,35016.0,11424.0,51827.0,-1960.0,-45850.0,25327.0,22631.0,-28233.0,-8212.0,24856.0,-31833.0,-2003.0,-16191.0,10078.0,7865.0,-5116.0,8545.0,8541.0,-22183.0,5838.0,-21514.0,351.0,-819.0,-11879.0,-25335.0,-27824.0,7579.0,3407.0,32024.0,2207.0,15884.0,3651.0,-2766.0,-618.0,863.0,-249.0
56675.0,20818.0,34242.0,63792.0,15710.0,-63278.0,60371.0,8031.0,35423.0,23199.0,60244.0,37427.0,83718.0,43404.0,59953.0,16881.0,12682.0,7701.0,50571.0,1771.0,26005.0,-56894.0,9536.0,33778.0,67397.0,13731.0,-25816.0,41405.0,21810.0,19982.0,-164.0,7075.0,12886.0,-3036.0,-7319.0,-22870.0,30404.0,11859.0,39112.0,-5071.0,-37369.0,24475.0,25814.0,-21100.0,1468.0,27400.0,-18509.0,-919.0,-15087.0,10430.0,4027.0,-3208.0,-2711.0,7646.0,-27558.0,6472.0,-25117.0,-7378.0,-902.0,-10560.0,-28907.0,-23732.0,7755.0,2564.0,23492.0,2655.0,15623.0,2620.0,-3523.0,-885.0,673.0,710.0
64681.0,19844.0,33469.0,66817.0,30229.0,-54916.0,66899.0,35961.0,41663.0,27961.0,51843.0,30319.0,80643.0,37751.0,60606.0,15856.0,9919.0,6940.0,43058.0,8489.0,20445.0,-48926.0,13616.0,24434.0,63624.0,26480.0,-24812.0,38170.0,14741.0,21504.0,3677.0,13601.0,14775.0,-7491.0,-3237.0,-9958.0,22482.0,17422.0,19413.0,527.0,-18529.0,24125.0,16545.0,-19012.0,-5311.0,26504.0,-21518.0,-1479.0,-17553.0,9822.0,3598.0,-1537.0,10625.0,9873.0,-27158.0,3344.0,-40450.0,-10305.0,-1742.0,-8931.0,-22907.0,-20792.0,7193.0,3279.0,44104.0,4381.0,21597.0,2788.0,-8954.0,-470.0,1848.0,306.0
