248,244,1891,25,99,660,51,49,50,52,8
-751.0000039999985,-1988.900004,-571.1999960000003,1794.7999960000002,1764.0,-809.400001,5796.0,8546.0,2340.0,2340.0,9530.0
-1518.9600239999997,-601.0600370000006,-194.399995,875.3000040000001,1203.5200079999997,261.5,14631.0,18713.599998,1110.0,1110.0,4470.0
-1450.2000279999997,-2454.0999849999994,-2937.000005,1799.3000079999997,1686.0,148.70000100000016,7004.0,10462.0,1290.0,1290.0,5480.0
-1450.2000279999997,-2454.0999849999994,-2937.000005,1799.3000079999997,1686.0,148.70000100000016,7004.0,10462.0,1290.0,1290.0,5480.0
-2258.2699939999998,-2021.8599900000004,-4856.799995,1315.7999949999994,4704.500002000001,1410.3000040000006,10733.0,16118.0,1790.0,1790.0,12230.0
-1862.6999920000003,-1836.700004,-1803.3999999999992,4448.0,6364.0,9385.900002000002,8778.0,20460.0,3110.0,3110.0,19990.0
-745.3599960000003,-429.39998100000025,-2.3000029999997764,850.2999989999996,2805.0,-11.200005000000601,6382.0,7198.0,1490.0,1490.0,6140.0
-1185.8999939999997,-2421.1999909999995,-883.5000000000002,2652.000005,2855.200001,-350.10000299999956,8463.0,13027.0,2260.0,2260.0,7010.0
-2022.8900150000018,-2019.6500060000005,-2845.5999999999995,1684.7999959999997,3231.0000019999998,5285.700001000001,5964.400002,5293.699997,1320.0,1320.0,10150.0
-2528.4999980000002,-1916.6599939999992,-2511.6300009999995,1935.5999990000005,2361.199997,-570.3000030000003,6610.0,8926.0,1170.0,1170.0,7330.0
-1779.9299880000008,-1934.0000190000003,-2716.6999989999995,4334.4,2796.0,2528.5999979999997,8348.0,10684.0,4620.0,4620.0,6740.0
-1432.9499810000025,-1390.4899950000001,-1716.279988,-732.5000039999998,4379.2,5802.300004000001,5857.0,18364.0,1070.0,1070.0,6570.0
-3051.7499800000014,-2308.3999799999992,-130.2000039999997,4233.699997,2705.0,3629.0,11366.0,22070.0,2650.0,2650.0,9060.0
-911.6999929999997,-1579.2999910000005,-2487.9999940000007,1476.8000010000005,2317.0,4775.400002,6455.0,8494.0,1320.0,1320.0,5190.0
-889.0000049999994,-1687.400016000001,-598.600001,1367.2000010000002,1888.0,1212.0,4711.0,5313.0,1720.0,1720.0,5690.0
-2364.9999900000003,-3129.500000000001,-3220.1999969999993,4520.300003,4221.0,7296.0,11669.0,11569.0,3060.0,3060.0,10520.0
-2429.999991999999,-3261.899997,-3173.099999,5232.099998,6382.0,6440.0,13949.0,17170.0,3910.0,3910.0,11180.0
-2187.200003,-1708.9000049999986,-3784.900001,3401.6999969999997,5180.0,4999.0,13916.0,14589.0,5130.0,5130.0,12460.0
-1838.799999999999,-3260.500001999999,-3991.8000030000003,4503.800003,6091.0,3088.0,13148.0,11630.0,6520.0,6520.0,11310.0
-2061.1999800000012,-2449.500002,-2161.5000179999997,2180.9000009999995,2373.0,-212.5,4711.0,7154.0,1250.0,1250.0,6140.0
-1676.0199979999998,-2462.100016999999,-1902.0999980000006,1040.0999990000003,2997.0,3048.8999939999994,4369.0,9716.0,1690.0,1690.0,7090.0
-1700.2999990000005,-2199.6000040000004,-2963.200005,6031.0,2602.0,4704.0,17576.0,23615.0,2740.0,2740.0,8410.0
-1097.4000030000004,-1427.0999980000001,-4311.999999,1952.5,3457.5,-734.5,1745.0,7223.0,1830.0,1830.0,5240.0
-2204.880002000001,-2914.7000010000006,-4536.900009000001,3692.100007000001,2777.400002,1943.0,6918.0,11586.0,1940.0,1940.0,6160.0
-1465.3399769999994,-2083.6000020000006,-4239.100005,4760.300008,3534.0,5144.0,16454.0,15984.0,1390.0,1390.0,7690.0
-3095.8900100000005,-2725.200013,-2611.1999880000003,3915.900004,3636.0,3839.9000020000003,6572.0,9438.300003,2740.0,2740.0,6480.0
-2145.899981000001,-3178.199991000002,-2859.499999,2415.599998,2376.599998,3355.0,8825.0,12693.0,2180.0,2180.0,9440.0
-857.0999820000008,-1158.6000020000001,-1030.4000070000006,3215.1999999999994,4138.799999,378.0,6651.0,8997.0,1510.0,1510.0,4300.0
-2036.9999960000007,-1926.1000019999992,-3781.4000020000003,5365.0,3546.0,-624.0,7388.0,16401.0,3460.0,3460.0,14250.0
-1121.6000020000006,-1532.1000060000001,-1594.0,1408.0,-3414.0,-9504.0,-3126.0,9950.0,3380.0,3380.0,9660.0
-1938.3399849999996,-3542.4999959999996,-3115.299995,2528.0,3257.0999979999997,6779.0,11690.0,24570.0,3830.0,3830.0,11130.0
-1301.5000090000003,-2265.4000020000003,-1836.4000020000003,2929.0,7564.0,6558.0,16178.0,29600.0,3710.0,3710.0,8320.0
195.79001600000055,-512.3000079999997,3231.9999989999997,-2144.4999959999996,-143.90000199999986,-7843.200001,112.0,3712.0,1190.0,1190.0,5180.0
-1126.1999960000003,-1801.600008,-1766.5,3974.6999959999994,4670.400002,-41.0,6754.0,26765.0,3190.0,3190.0,15770.0
