0,6185,9850,288,8965,12495,2791,299,1002,5429,7647,4798,6850,8991,7008,11216,3325,4544,10594,11983,7657,716,3910,10328,10837,10533
10.0,492.0,1156.0,2873.0,606.0,964.0,-1671.0,90.0,6380.0,143.0,-1883.0,-2453.0,5563.0,838.0,-425.0,3037.0,136.0,-1598.0,-432.0,237.0,-171.0,2004.0,-122.0,-290.0,-5005.0,3103.0
7.0,661.0,1128.0,2531.0,534.0,611.0,-1868.0,816.0,6918.0,118.0,-1849.0,-2449.0,4143.0,567.0,-804.0,2425.0,41.0,-1378.0,-426.0,228.0,-364.0,1742.0,-513.0,-603.0,-2985.0,2155.0
32.0,388.0,1250.0,1366.0,451.0,1682.0,-865.0,-250.0,3733.0,347.0,-1240.0,-2336.0,5462.0,858.0,-808.0,2547.0,183.0,-1267.0,-507.0,409.0,-273.0,1727.0,310.0,-188.0,-4972.0,2926.0
39.0,348.0,1748.0,2183.0,629.0,1578.0,-1390.0,-303.0,3219.0,163.0,-886.0,-1852.0,3310.0,1201.0,-28.0,1604.0,179.0,-424.0,-259.0,373.0,31.0,1292.0,689.0,358.0,-1322.0,1571.0
15.0,534.0,1170.0,1436.0,530.0,1179.0,-1888.0,121.0,3274.0,124.0,-1020.0,-1795.0,4151.0,935.0,379.0,1857.0,177.0,-1394.0,-310.0,129.0,-276.0,1400.0,-270.0,-569.0,-3074.0,2375.0
28.0,298.0,1140.0,2025.0,512.0,829.0,-1163.0,-706.0,5575.0,190.0,-1676.0,-2424.0,5093.0,860.0,-696.0,2974.0,197.0,-1512.0,-628.0,187.0,-380.0,2709.0,-470.0,-538.0,-5216.0,3056.0
31.0,282.0,1749.0,2678.0,468.0,1725.0,-821.0,214.0,4908.0,321.0,-1554.0,-1575.0,4691.0,1737.0,180.0,2715.0,205.0,-641.0,-51.0,279.0,189.0,1734.0,341.0,333.0,-2873.0,2199.0
28.0,510.0,1132.0,2511.0,637.0,644.0,-1446.0,623.0,6053.0,124.0,-1877.0,-2062.0,4481.0,655.0,-448.0,2764.0,81.0,-1218.0,-519.0,126.0,-418.0,1889.0,-520.0,-568.0,-3115.0,2011.0
32.0,602.0,1135.0,1823.0,284.0,2413.0,-1597.0,-154.0,2457.0,106.0,-871.0,-813.0,2758.0,696.0,178.0,1657.0,183.0,-1548.0,-335.0,403.0,255.0,1445.0,-170.0,903.0,-2663.0,19.0
7.0,610.0,1502.0,1238.0,458.0,1526.0,-1584.0,25.0,3287.0,109.0,-522.0,-1808.0,3903.0,1784.0,-313.0,2060.0,275.0,-1514.0,-210.0,442.0,118.0,1186.0,618.0,208.0,-2732.0,365.0
26.0,375.0,1648.0,1304.0,586.0,1479.0,-1096.0,524.0,4995.0,310.0,-881.0,-1922.0,4000.0,1031.0,283.0,2182.0,80.0,-1651.0,-509.0,232.0,-259.0,1849.0,313.0,-498.0,-3284.0,2656.0
36.0,270.0,1555.0,1930.0,408.0,1964.0,-889.0,455.0,3071.0,139.0,-562.0,-1692.0,3255.0,2033.0,150.0,2317.0,337.0,-1845.0,-368.0,299.0,475.0,1342.0,572.0,749.0,-429.0,527.0
32.0,425.0,1392.0,2551.0,532.0,781.0,-1618.0,642.0,5894.0,302.0,-1230.0,-2120.0,4378.0,1246.0,-694.0,2693.0,168.0,-1847.0,-647.0,236.0,-360.0,1430.0,-284.0,-620.0,-3485.0,3227.0
95.0,283.0,2441.0,1052.0,390.0,1541.0,-79.0,419.0,2482.0,448.0,580.0,-1522.0,2549.0,1344.0,571.0,1867.0,505.0,688.0,224.0,751.0,254.0,1180.0,1088.0,1980.0,2732.0,279.0
53.0,477.0,1588.0,1989.0,604.0,1157.0,-1192.0,487.0,4321.0,525.0,-991.0,-1895.0,4044.0,895.0,654.0,2532.0,264.0,-1152.0,-300.0,455.0,-22.0,1519.0,552.0,391.0,-1478.0,1513.0
36.0,361.0,1970.0,2360.0,523.0,1582.0,-841.0,301.0,5096.0,222.0,-1455.0,-2429.0,4749.0,953.0,-315.0,2514.0,128.0,-1083.0,29.0,317.0,279.0,1720.0,457.0,540.0,-1431.0,2807.0
26.0,657.0,1449.0,1977.0,469.0,1008.0,-1693.0,746.0,7027.0,369.0,-1878.0,-2440.0,5048.0,571.0,-194.0,3125.0,153.0,-1492.0,-272.0,410.0,15.0,2046.0,337.0,32.0,-3130.0,2792.0
23.0,134.0,1849.0,877.0,256.0,1119.0,733.0,-442.0,1703.0,399.0,620.0,-176.0,2535.0,4161.0,1353.0,1607.0,1032.0,2038.0,1672.0,786.0,1092.0,1062.0,2758.0,2228.0,6019.0,92.0
34.0,251.0,1456.0,1648.0,530.0,1275.0,-1025.0,767.0,4790.0,321.0,-1248.0,-1898.0,3440.0,1433.0,-10.0,2330.0,89.0,-1022.0,152.0,405.0,83.0,2282.0,438.0,-13.0,-2812.0,2415.0
24.0,375.0,1392.0,2597.0,584.0,1155.0,-868.0,644.0,4543.0,413.0,-1009.0,-1619.0,3355.0,1116.0,116.0,1866.0,60.0,-799.0,35.0,470.0,105.0,1540.0,799.0,457.0,-1400.0,2112.0
23.0,463.0,1362.0,1940.0,506.0,587.0,-1564.0,-76.0,6145.0,197.0,-1802.0,-2459.0,5276.0,1231.0,-749.0,2981.0,162.0,-2167.0,-193.0,219.0,-308.0,2484.0,-405.0,-815.0,-4433.0,3288.0
39.0,275.0,1527.0,2230.0,455.0,1508.0,-1237.0,597.0,4784.0,273.0,-1262.0,-1539.0,4196.0,1932.0,326.0,2405.0,419.0,-1267.0,-345.0,265.0,151.0,1332.0,213.0,-197.0,-3105.0,2546.0
15.0,365.0,1121.0,2277.0,454.0,591.0,-1149.0,816.0,7141.0,189.0,-1833.0,-2407.0,5312.0,718.0,-617.0,2407.0,113.0,-2171.0,-379.0,127.0,-215.0,1493.0,-702.0,-794.0,-5309.0,2872.0
36.0,435.0,1320.0,2758.0,541.0,807.0,-1877.0,710.0,5598.0,389.0,-1006.0,-1812.0,4463.0,1335.0,-225.0,2230.0,204.0,-1789.0,-86.0,367.0,-103.0,1757.0,101.0,-331.0,-3415.0,2512.0
17.0,578.0,1669.0,2901.0,578.0,1442.0,-1406.0,557.0,5596.0,114.0,-1774.0,-1969.0,4375.0,1143.0,-179.0,2419.0,162.0,-1308.0,-143.0,262.0,-61.0,1682.0,-128.0,-441.0,-3048.0,1993.0
41.0,370.0,1391.0,2884.0,531.0,1307.0,-1811.0,419.0,6505.0,102.0,-1734.0,-2133.0,5226.0,1519.0,-771.0,2825.0,152.0,-1846.0,-190.0,179.0,-11.0,2416.0,-217.0,-447.0,-3776.0,2665.0
13.0,626.0,1122.0,2491.0,474.0,639.0,-1878.0,773.0,6890.0,132.0,-1674.0,-2354.0,4774.0,946.0,-263.0,2935.0,95.0,-1733.0,36.0,275.0,-134.0,1665.0,-337.0,-632.0,-3958.0,2251.0
23.0,468.0,1203.0,2040.0,538.0,640.0,-1553.0,324.0,5754.0,174.0,-1253.0,-1587.0,4179.0,769.0,-494.0,2244.0,36.0,-1282.0,-256.0,177.0,-267.0,1859.0,-338.0,-501.0,-2780.0,1910.0
39.0,344.0,1681.0,1754.0,505.0,1103.0,-1261.0,-247.0,5200.0,221.0,-1037.0,-1929.0,3824.0,884.0,-134.0,2485.0,124.0,-1941.0,-255.0,130.0,-195.0,1516.0,-137.0,-613.0,-3666.0,2795.0
61.0,325.0,1865.0,1287.0,411.0,1670.0,-911.0,-687.0,4004.0,271.0,-734.0,-1624.0,3255.0,1442.0,203.0,2019.0,260.0,-1157.0,-134.0,421.0,29.0,1248.0,170.0,32.0,-2185.0,2194.0
23.0,284.0,1707.0,1140.0,317.0,1596.0,197.0,-543.0,1835.0,413.0,-98.0,-1450.0,1758.0,2033.0,544.0,1195.0,325.0,956.0,850.0,610.0,391.0,1358.0,1399.0,1679.0,2885.0,18.0
68.0,436.0,1432.0,1341.0,584.0,1080.0,-1246.0,-313.0,4569.0,235.0,-912.0,-1656.0,3337.0,952.0,-231.0,2071.0,42.0,-1158.0,-378.0,136.0,-242.0,1439.0,-72.0,-492.0,-2750.0,1692.0
13.0,348.0,1159.0,3073.0,442.0,670.0,-934.0,9.0,5857.0,273.0,-781.0,-2401.0,3441.0,1176.0,-478.0,2393.0,212.0,-2172.0,334.0,311.0,-205.0,1530.0,-112.0,-347.0,-3338.0,2846.0
88.0,91.0,2193.0,559.0,236.0,2260.0,616.0,-664.0,1759.0,534.0,861.0,-167.0,1796.0,2641.0,1663.0,1404.0,232.0,-841.0,127.0,403.0,72.0,888.0,172.0,27.0,81.0,2454.0
32.0,412.0,1245.0,2887.0,572.0,842.0,-1541.0,360.0,6259.0,138.0,-1843.0,-2193.0,4418.0,827.0,-564.0,2948.0,67.0,-1745.0,-532.0,161.0,-203.0,1459.0,-283.0,-616.0,-4122.0,2497.0
54.0,341.0,1316.0,3029.0,423.0,882.0,-986.0,319.0,6303.0,260.0,-1219.0,-2028.0,4475.0,1217.0,-468.0,2588.0,44.0,-1999.0,-225.0,191.0,-24.0,1359.0,-261.0,-499.0,-4355.0,3045.0
69.0,560.0,1123.0,3048.0,554.0,619.0,-1738.0,795.0,6797.0,151.0,-1711.0,-1690.0,4779.0,1220.0,-272.0,2259.0,193.0,-1658.0,-420.0,184.0,-28.0,1694.0,-119.0,-330.0,-4626.0,2666.0
39.0,472.0,1382.0,1581.0,486.0,1243.0,-1671.0,-299.0,5265.0,169.0,-1253.0,-1822.0,4222.0,949.0,-381.0,2228.0,100.0,-1540.0,-501.0,192.0,-166.0,1738.0,-286.0,-619.0,-3804.0,2356.0
9.0,180.0,1471.0,1391.0,449.0,969.0,-658.0,-236.0,5009.0,275.0,-599.0,-1909.0,3716.0,1310.0,-90.0,2153.0,108.0,-1635.0,-533.0,236.0,-269.0,976.0,-373.0,-840.0,-3194.0,2598.0
44.0,149.0,1561.0,1838.0,388.0,1323.0,-1026.0,-248.0,4145.0,306.0,-1580.0,-1791.0,4538.0,1581.0,255.0,1733.0,198.0,-1371.0,-236.0,272.0,-164.0,1000.0,-188.0,-441.0,-5237.0,2468.0
49.0,540.0,1206.0,1547.0,650.0,602.0,-1876.0,617.0,7175.0,143.0,-1390.0,-2315.0,4683.0,661.0,-267.0,2754.0,96.0,-2166.0,-589.0,109.0,-419.0,2148.0,-699.0,-706.0,-4101.0,3138.0
