6184,8849,8057,7065,1218,941,1202,6865,9194,5943,8406,7519,11201,4988,1255,4060,9223,7883,2283,7616,6848,10784,9256,12091,6512,7580,7404,11048,7067,4664,8701,5532,8041,8386,11934,3935,8534,5341,7807,7279,7805,7271,10152,677,344,9219,12384,1005,7636,7444,7422,6524,5009,8936,9317,11647,8328,10576,7968,4395,9220,6984,7327,9946,8794,7376,11692,6635,5847,9736,8146,6149,6590,12524,1760,10868,11384,9075,2925,717,4244,12500,738,2184,3926,7966,4876
1823.0,526.0,556.0,1576.0,2714.0,1206.0,1601.0,2290.0,895.0,-593.0,-1076.0,-1398.0,2232.0,1821.0,1212.0,-2497.0,133.0,-339.0,97.0,1715.0,359.0,1115.0,-203.0,1348.0,-319.0,1697.0,232.0,764.0,766.0,320.0,-2534.0,206.0,326.0,466.0,1125.0,-20.0,-183.0,87.0,328.0,99.0,93.0,-2374.0,625.0,572.0,582.0,-222.0,334.0,3075.0,-328.0,46.0,53.0,94.0,448.0,-964.0,1213.0,309.0,445.0,-63.0,257.0,-2444.0,128.0,-19.0,50.0,673.0,5696.0,-157.0,111.0,-56.0,-71.0,1240.0,-1.0,242.0,2767.0,-1349.0,270.0,-43.0,45.0,-58.0,30.0,-103.0,18.0,-89.0,73.0,-443.0,129.0,91.0,31.0
1297.0,692.0,554.0,1628.0,2779.0,1371.0,1457.0,2574.0,1169.0,-916.0,-1243.0,-1240.0,2434.0,2117.0,1199.0,-2685.0,107.0,-320.0,35.0,1594.0,531.0,1177.0,-373.0,1627.0,-313.0,2085.0,236.0,870.0,1078.0,494.0,-2283.0,281.0,214.0,770.0,1056.0,-118.0,-252.0,107.0,250.0,159.0,157.0,-1982.0,599.0,478.0,612.0,-498.0,397.0,2801.0,-262.0,181.0,19.0,162.0,426.0,-1077.0,1217.0,243.0,425.0,23.0,224.0,-334.0,139.0,-252.0,157.0,976.0,3417.0,-256.0,-348.0,-62.0,-171.0,1246.0,-361.0,259.0,1643.0,-1675.0,799.0,9.0,26.0,-111.0,-19.0,-123.0,47.0,-135.0,139.0,-275.0,237.0,158.0,22.0
369.0,680.0,1279.0,1292.0,2611.0,920.0,815.0,831.0,28.0,-744.0,-582.0,-1110.0,2133.0,2231.0,538.0,-2360.0,86.0,-135.0,-43.0,1606.0,420.0,1186.0,-244.0,1573.0,-165.0,2004.0,194.0,160.0,1224.0,507.0,-2101.0,85.0,482.0,396.0,1442.0,-60.0,-138.0,57.0,194.0,3.0,87.0,-2402.0,744.0,535.0,1124.0,-211.0,218.0,2220.0,-231.0,51.0,-67.0,5.0,145.0,-1116.0,1444.0,311.0,375.0,-177.0,318.0,-2494.0,81.0,245.0,21.0,1089.0,4878.0,-133.0,2958.0,60.0,158.0,306.0,-49.0,328.0,2344.0,-1529.0,109.0,-30.0,68.0,-43.0,1.0,-87.0,15.0,67.0,49.0,-552.0,141.0,59.0,23.0
285.0,103.0,195.0,714.0,1726.0,261.0,155.0,1214.0,278.0,-360.0,-136.0,-1122.0,2197.0,1519.0,387.0,-1667.0,34.0,-129.0,-100.0,747.0,360.0,282.0,332.0,541.0,-283.0,1748.0,131.0,239.0,480.0,217.0,-918.0,234.0,151.0,-335.0,882.0,-73.0,-10.0,51.0,229.0,59.0,26.0,-589.0,610.0,120.0,389.0,-252.0,275.0,1730.0,-177.0,3.0,-40.0,18.0,131.0,-732.0,609.0,274.0,288.0,-143.0,172.0,-1408.0,98.0,161.0,49.0,990.0,2815.0,-181.0,2319.0,9.0,11.0,774.0,29.0,378.0,1331.0,-979.0,111.0,-85.0,79.0,-45.0,26.0,-168.0,5.0,-48.0,42.0,-491.0,109.0,60.0,32.0
377.0,328.0,537.0,1362.0,2339.0,1113.0,865.0,2063.0,419.0,-590.0,-76.0,-1274.0,2342.0,1668.0,712.0,-2296.0,112.0,-152.0,-26.0,1408.0,362.0,980.0,-146.0,1456.0,-385.0,1685.0,277.0,541.0,948.0,394.0,-1785.0,233.0,583.0,172.0,895.0,-29.0,-114.0,150.0,237.0,53.0,85.0,-1019.0,455.0,218.0,699.0,-243.0,303.0,2293.0,-510.0,142.0,14.0,109.0,225.0,-491.0,1708.0,178.0,370.0,-15.0,393.0,-756.0,147.0,82.0,58.0,788.0,3643.0,-83.0,676.0,28.0,-111.0,843.0,-121.0,232.0,1884.0,-1515.0,271.0,0.0,82.0,-57.0,-17.0,-27.0,27.0,-135.0,110.0,-252.0,216.0,193.0,13.0
743.0,210.0,983.0,1237.0,2616.0,1563.0,2173.0,844.0,935.0,-764.0,-1159.0,-567.0,2062.0,1799.0,943.0,-3738.0,81.0,-151.0,-37.0,2029.0,469.0,2075.0,-470.0,2308.0,-177.0,2470.0,373.0,529.0,1348.0,495.0,-2510.0,157.0,519.0,495.0,1747.0,-11.0,-176.0,37.0,229.0,50.0,59.0,-3659.0,874.0,681.0,742.0,-159.0,422.0,3477.0,-289.0,46.0,-19.0,37.0,107.0,-943.0,1927.0,376.0,238.0,-63.0,207.0,-289.0,118.0,229.0,67.0,937.0,3790.0,-76.0,1743.0,73.0,57.0,442.0,-124.0,333.0,1985.0,-2132.0,332.0,-22.0,85.0,-8.0,20.0,-64.0,18.0,33.0,52.0,-480.0,268.0,158.0,26.0
651.0,166.0,-3.0,822.0,1534.0,471.0,790.0,1461.0,251.0,-140.0,-358.0,-844.0,1554.0,1938.0,923.0,-2084.0,55.0,-61.0,3.0,856.0,267.0,550.0,229.0,902.0,-224.0,2166.0,115.0,685.0,567.0,216.0,-1717.0,201.0,218.0,-135.0,890.0,-82.0,-30.0,34.0,285.0,102.0,78.0,-1507.0,419.0,158.0,405.0,-187.0,278.0,2049.0,-182.0,-43.0,-72.0,66.0,149.0,-477.0,1234.0,121.0,322.0,-128.0,121.0,-1812.0,122.0,94.0,8.0,731.0,4888.0,-183.0,1371.0,142.0,136.0,646.0,8.0,368.0,1967.0,-1196.0,318.0,-154.0,116.0,-61.0,25.0,-130.0,23.0,-12.0,41.0,-471.0,135.0,118.0,30.0
956.0,70.0,951.0,1219.0,2025.0,1398.0,1385.0,2049.0,1370.0,-663.0,-1321.0,-998.0,2328.0,1811.0,979.0,-2352.0,246.0,-293.0,217.0,1933.0,352.0,1540.0,-442.0,1879.0,-414.0,2127.0,391.0,1383.0,932.0,506.0,-2842.0,224.0,259.0,1182.0,995.0,-80.0,-210.0,95.0,590.0,73.0,176.0,-2203.0,699.0,590.0,810.0,-438.0,292.0,2888.0,-517.0,159.0,60.0,182.0,262.0,-676.0,1668.0,262.0,419.0,12.0,271.0,-174.0,307.0,-187.0,195.0,783.0,2977.0,-144.0,-141.0,-34.0,-108.0,902.0,-323.0,247.0,1274.0,-1676.0,599.0,199.0,37.0,-55.0,2.0,-11.0,64.0,-93.0,150.0,-250.0,304.0,260.0,18.0
1021.0,54.0,891.0,141.0,1594.0,146.0,-34.0,334.0,1187.0,-123.0,558.0,-1508.0,1019.0,1708.0,-366.0,-549.0,2.0,-99.0,-70.0,263.0,65.0,-49.0,232.0,1524.0,-436.0,140.0,185.0,378.0,76.0,328.0,-581.0,173.0,198.0,-1902.0,260.0,-66.0,-19.0,57.0,191.0,22.0,-36.0,-1958.0,524.0,-111.0,-242.0,-212.0,115.0,1907.0,-164.0,337.0,6.0,152.0,283.0,-905.0,387.0,89.0,33.0,-202.0,127.0,-2837.0,88.0,92.0,-17.0,789.0,1061.0,-52.0,2708.0,82.0,-241.0,310.0,63.0,259.0,-71.0,-140.0,-559.0,-277.0,47.0,-206.0,18.0,-98.0,123.0,-162.0,19.0,-472.0,40.0,-100.0,20.0
804.0,96.0,1248.0,481.0,2288.0,230.0,-82.0,696.0,1213.0,-288.0,-344.0,-1579.0,1460.0,1755.0,464.0,-1116.0,33.0,-96.0,-69.0,463.0,373.0,128.0,182.0,786.0,-394.0,1336.0,207.0,404.0,675.0,325.0,-941.0,194.0,333.0,-596.0,578.0,-55.0,-80.0,43.0,190.0,32.0,61.0,-1045.0,407.0,-16.0,-96.0,-194.0,156.0,1155.0,-149.0,-38.0,-55.0,99.0,131.0,-805.0,259.0,122.0,342.0,-258.0,26.0,-3478.0,122.0,188.0,-38.0,976.0,1355.0,-173.0,2710.0,38.0,32.0,635.0,-37.0,264.0,110.0,-1024.0,-380.0,-246.0,73.0,-178.0,12.0,-77.0,17.0,-119.0,21.0,-646.0,39.0,31.0,18.0
457.0,138.0,465.0,1386.0,2081.0,837.0,989.0,1945.0,-24.0,-553.0,-451.0,-1627.0,1968.0,1570.0,1052.0,-2522.0,24.0,-122.0,-98.0,1497.0,348.0,767.0,-68.0,1436.0,-181.0,1721.0,188.0,611.0,821.0,319.0,-1996.0,168.0,196.0,238.0,1005.0,-40.0,-120.0,49.0,178.0,1.0,31.0,-657.0,568.0,298.0,571.0,-201.0,225.0,2648.0,-140.0,17.0,5.0,85.0,113.0,-486.0,1226.0,194.0,192.0,-32.0,162.0,-670.0,63.0,96.0,-58.0,654.0,3588.0,-73.0,664.0,45.0,10.0,1148.0,61.0,262.0,1923.0,-1478.0,312.0,-52.0,117.0,-32.0,-10.0,-25.0,35.0,-76.0,80.0,-298.0,111.0,95.0,17.0
