6184,8057,8849,12019,7393,9621,9289,10922,287,1001,1369,941,1219,1202,265,1375,695,10693
317.0,1519.0,1162.0,556.0,516.0,846.0,466.0,2004.0,3738.0,685.0,625.0,343.0,664.0,629.0,935.0,6168.0,303.0,1325.0
193.0,550.0,863.0,530.0,729.0,1248.0,364.0,1206.0,1107.0,229.0,295.0,460.0,422.0,646.0,461.0,2444.0,386.0,1143.0
227.0,650.0,-432.0,-412.0,-544.0,1028.0,440.0,1301.0,3933.0,496.0,-212.0,-160.0,-430.0,210.0,-1221.0,8283.0,665.0,692.0
474.0,134.0,-626.0,171.0,500.0,1693.0,-158.0,1973.0,2148.0,20.0,184.0,11.0,-11.0,79.0,182.0,5626.0,252.0,297.0
593.0,808.0,743.0,403.0,804.0,1010.0,344.0,747.0,1501.0,-225.0,469.0,473.0,-24.0,353.0,175.0,3120.0,117.0,993.0
536.0,214.0,-422.0,-158.0,-228.0,617.0,175.0,1510.0,2179.0,566.0,-321.0,408.0,-824.0,963.0,-1401.0,4552.0,937.0,1537.0
61.0,501.0,-593.0,166.0,1522.0,1255.0,205.0,2368.0,2945.0,80.0,469.0,72.0,-12.0,532.0,133.0,4940.0,402.0,977.0
382.0,637.0,572.0,319.0,945.0,1015.0,354.0,1640.0,1053.0,-100.0,-23.0,677.0,96.0,718.0,-308.0,2038.0,440.0,1177.0
814.0,222.0,499.0,804.0,609.0,789.0,-22.0,-1695.0,3308.0,-192.0,1701.0,441.0,3495.0,1832.0,-752.0,9338.0,1687.0,110.0
460.0,789.0,173.0,-24.0,-16.0,471.0,-213.0,422.0,3576.0,32.0,992.0,-213.0,1584.0,611.0,341.0,8074.0,529.0,132.0
262.0,138.0,-426.0,570.0,-4.0,794.0,196.0,876.0,1369.0,331.0,239.0,111.0,94.0,325.0,513.0,3766.0,188.0,819.0
468.0,416.0,-156.0,-483.0,-1022.0,965.0,-320.0,663.0,2742.0,-25.0,1704.0,-478.0,1787.0,667.0,-217.0,8963.0,536.0,118.0
423.0,219.0,410.0,446.0,355.0,846.0,296.0,758.0,1591.0,460.0,274.0,320.0,79.0,894.0,499.0,3263.0,334.0,1330.0
414.0,187.0,-1232.0,-724.0,-1508.0,891.0,-486.0,790.0,2362.0,-300.0,873.0,-523.0,399.0,-418.0,-430.0,7910.0,147.0,36.0
549.0,562.0,-517.0,489.0,-327.0,972.0,-125.0,1020.0,2712.0,75.0,412.0,-470.0,-27.0,-53.0,377.0,5942.0,199.0,527.0
346.0,644.0,-259.0,-246.0,127.0,862.0,786.0,777.0,2442.0,368.0,68.0,98.0,123.0,315.0,122.0,5959.0,355.0,1181.0
420.0,1053.0,-334.0,742.0,237.0,1718.0,151.0,1646.0,3181.0,392.0,425.0,-1.0,279.0,173.0,588.0,6179.0,806.0,1205.0
192.0,287.0,-958.0,-416.0,-1952.0,164.0,-22.0,-99.0,240.0,112.0,377.0,182.0,452.0,382.0,228.0,1963.0,-202.0,158.0
147.0,660.0,-723.0,339.0,429.0,917.0,-43.0,1330.0,2158.0,174.0,521.0,301.0,148.0,641.0,591.0,4314.0,225.0,1118.0
422.0,349.0,-728.0,125.0,1018.0,1189.0,4.0,1177.0,1959.0,171.0,281.0,223.0,6.0,384.0,584.0,5188.0,-2.0,792.0
396.0,574.0,-238.0,258.0,-190.0,524.0,684.0,139.0,1888.0,493.0,186.0,760.0,108.0,1303.0,-231.0,3814.0,1018.0,1497.0
211.0,642.0,-441.0,271.0,765.0,834.0,-70.0,1592.0,2793.0,162.0,594.0,379.0,317.0,472.0,624.0,5051.0,77.0,1170.0
312.0,694.0,-1326.0,-629.0,696.0,878.0,498.0,893.0,3060.0,576.0,456.0,649.0,106.0,206.0,-645.0,5875.0,847.0,862.0
338.0,1064.0,703.0,1043.0,322.0,1165.0,154.0,1501.0,2429.0,316.0,580.0,571.0,282.0,933.0,820.0,4169.0,177.0,1104.0
319.0,671.0,606.0,1130.0,1433.0,839.0,256.0,1087.0,1633.0,217.0,288.0,664.0,443.0,568.0,651.0,2503.0,466.0,1153.0
305.0,812.0,161.0,1102.0,1131.0,943.0,10.0,1589.0,2967.0,385.0,549.0,638.0,625.0,648.0,1096.0,4082.0,146.0,1311.0
451.0,433.0,431.0,859.0,296.0,382.0,416.0,932.0,2048.0,335.0,532.0,718.0,-27.0,781.0,678.0,3657.0,452.0,1589.0
509.0,856.0,918.0,651.0,381.0,1111.0,658.0,613.0,891.0,736.0,63.0,564.0,646.0,633.0,853.0,2359.0,403.0,960.0
263.0,145.0,-104.0,518.0,267.0,1059.0,92.0,593.0,1229.0,344.0,382.0,394.0,169.0,632.0,929.0,3682.0,355.0,870.0
212.0,167.0,-371.0,56.0,-105.0,904.0,157.0,387.0,1092.0,432.0,348.0,-44.0,-65.0,824.0,300.0,3467.0,317.0,756.0
303.0,294.0,-253.0,-561.0,-776.0,990.0,-428.0,18.0,2534.0,45.0,531.0,-469.0,849.0,550.0,-304.0,8088.0,569.0,108.0
245.0,37.0,273.0,393.0,164.0,714.0,67.0,379.0,1095.0,143.0,326.0,356.0,345.0,556.0,391.0,1947.0,404.0,902.0
249.0,322.0,-180.0,146.0,978.0,523.0,-135.0,-160.0,1502.0,624.0,794.0,823.0,179.0,717.0,394.0,2917.0,334.0,1374.0
-5.0,-161.0,-774.0,-167.0,-944.0,-216.0,-139.0,-961.0,-220.0,146.0,298.0,129.0,-269.0,155.0,364.0,218.0,104.0,664.0
284.0,218.0,618.0,547.0,991.0,877.0,399.0,1449.0,2115.0,348.0,356.0,311.0,466.0,636.0,531.0,3163.0,387.0,1357.0
354.0,500.0,320.0,695.0,1655.0,732.0,304.0,358.0,2444.0,564.0,797.0,510.0,217.0,722.0,499.0,4205.0,270.0,1331.0
425.0,868.0,865.0,826.0,1039.0,1390.0,275.0,2216.0,3533.0,394.0,692.0,400.0,240.0,445.0,666.0,6160.0,262.0,1125.0
260.0,269.0,383.0,916.0,793.0,789.0,607.0,821.0,2121.0,390.0,266.0,141.0,218.0,527.0,551.0,2987.0,266.0,1145.0
176.0,188.0,207.0,165.0,-333.0,254.0,9.0,-1430.0,897.0,639.0,552.0,180.0,-123.0,440.0,1205.0,1366.0,863.0,1138.0
