5913,4444,5739,3822,2712,5858,1733,3640,4696,5500,683,2778,3071,524,3273,5435,3676,2729,5112,499,5345,1393,75,6973,2862,1106,8,5079,7024,2447,5455,7063,4532,5766,6931,1867,4505,3638,4054,5784,6310,2962,1128,5653,3338,5689,3080,4542,1191,3025,1394,5549,3393,5381,5921,2431,5668,3288,141
31994.0,27870.0,29432.0,12598.0,31476.0,15774.0,9153.0,289.0,8657.0,-19614.0,-1907.0,13506.0,4537.0,-1631.0,9237.0,198.0,-45909.0,1808.0,2218.0,14292.0,-9224.0,5726.0,-8259.0,7275.0,1642.0,-9583.0,-7766.0,1979.0,2150.0,14658.0,-6263.0,1268.0,-1426.0,-2441.0,64.0,709.0,3517.0,12626.0,317.0,-9041.0,11682.0,-5126.0,-2886.0,7459.0,46281.0,4161.0,-418.0,-5776.0,-307.0,-123.0,7539.0,2439.0,-2765.0,5042.0,49264.0,26247.0,472.0,163.0,16222.0
17941.0,18006.0,16612.0,19549.0,31042.0,9940.0,6676.0,-144.0,9236.0,-22260.0,-921.0,-3735.0,3158.0,-2935.0,7708.0,65.0,-10197.0,-17.0,3159.0,9808.0,-7214.0,5866.0,-11221.0,9266.0,1920.0,-11082.0,-6419.0,1684.0,-2363.0,9000.0,-2520.0,1614.0,-864.0,-2453.0,24.0,-331.0,1971.0,31068.0,1512.0,-6908.0,6673.0,-1758.0,341.0,5583.0,61045.0,-4794.0,59.0,-5704.0,-1027.0,-2248.0,17948.0,1689.0,-2777.0,6686.0,16134.0,27087.0,433.0,53.0,16136.0
23766.0,37160.0,32240.0,16219.0,8610.0,8340.0,9021.0,-2224.0,12049.0,-15400.0,1415.0,2444.0,1347.0,-1676.0,10047.0,500.0,-21953.0,95.0,3986.0,16989.0,-6144.0,4204.0,-12977.0,-157.0,1128.0,-1039.0,-9931.0,626.0,645.0,11829.0,-4037.0,-611.0,-801.0,-1019.0,52.0,1474.0,4575.0,10708.0,1563.0,-29329.0,5140.0,-4615.0,-515.0,6570.0,46438.0,-842.0,-1341.0,-504.0,-756.0,1655.0,6693.0,-195.0,-6130.0,9734.0,4946.0,26149.0,752.0,-20.0,14115.0
20603.0,8087.0,12662.0,12738.0,12679.0,12902.0,5568.0,358.0,5553.0,-16581.0,-1115.0,4968.0,4959.0,942.0,14927.0,1371.0,-16189.0,638.0,3551.0,24930.0,-6765.0,6430.0,-5322.0,19085.0,1795.0,-13291.0,-5904.0,2156.0,205.0,13133.0,-2268.0,177.0,-477.0,-125.0,680.0,-1045.0,5057.0,9826.0,159.0,-8267.0,10618.0,-1752.0,3973.0,6039.0,53275.0,12142.0,-582.0,-6482.0,-2897.0,77.0,11237.0,-251.0,-2733.0,8316.0,6625.0,20780.0,629.0,36.0,23000.0
16184.0,10821.0,5801.0,10624.0,20108.0,9162.0,14848.0,-78.0,9539.0,-16011.0,379.0,23582.0,4282.0,-464.0,11410.0,731.0,-15647.0,8634.0,1976.0,74927.0,-8799.0,2718.0,-6696.0,15083.0,1898.0,-25911.0,-6976.0,1509.0,-2206.0,12443.0,-4466.0,-1363.0,-559.0,-590.0,-271.0,157.0,4716.0,8437.0,209.0,-8545.0,12204.0,-4315.0,2392.0,6565.0,25589.0,9493.0,-326.0,-7029.0,-3849.0,-3583.0,16206.0,711.0,-1985.0,6078.0,15829.0,20154.0,649.0,160.0,33283.0
11672.0,7881.0,11215.0,7557.0,36419.0,6346.0,5453.0,513.0,9632.0,-24462.0,1138.0,29501.0,3006.0,1450.0,9742.0,1933.0,-34002.0,8572.0,2032.0,36097.0,-10189.0,3003.0,-6951.0,34050.0,982.0,-9708.0,-6114.0,1703.0,-6265.0,12922.0,-4395.0,-761.0,607.0,1875.0,507.0,-1003.0,5119.0,2052.0,-1112.0,-7767.0,9027.0,-793.0,4975.0,3206.0,41407.0,9664.0,-1608.0,-2778.0,-1548.0,-7591.0,20844.0,541.0,-3523.0,8289.0,-2956.0,20222.0,379.0,28.0,39498.0
23846.0,34819.0,33791.0,11306.0,36836.0,9090.0,8509.0,-643.0,13943.0,-19750.0,-5692.0,12876.0,5094.0,-801.0,8972.0,-1128.0,5824.0,1333.0,4329.0,16392.0,-18969.0,11754.0,-14370.0,-115455.0,-887.0,-9577.0,44.0,2689.0,2659.0,18844.0,-7235.0,-1561.0,-633.0,-877.0,-194.0,-958.0,2478.0,49981.0,1573.0,-15998.0,15296.0,-6223.0,1062.0,8468.0,42039.0,14222.0,798.0,-6362.0,-1145.0,-2153.0,16701.0,4329.0,-3382.0,7861.0,-2588.0,45559.0,684.0,-162.0,20074.0
17007.0,5483.0,10887.0,12239.0,24396.0,7162.0,7666.0,-575.0,17618.0,-16881.0,-10160.0,40528.0,3454.0,-7480.0,9558.0,-585.0,4249.0,1439.0,4678.0,28908.0,-14990.0,13615.0,-8185.0,-56160.0,1249.0,-18791.0,2904.0,1412.0,3954.0,12449.0,-5339.0,-6638.0,-1746.0,-5475.0,-1881.0,1876.0,5149.0,31312.0,1346.0,-19392.0,3906.0,672.0,594.0,13318.0,36388.0,13085.0,-253.0,-5281.0,-4502.0,7838.0,19875.0,8.0,-3677.0,9694.0,-3195.0,21671.0,1031.0,55.0,43862.0
20004.0,10600.0,10201.0,7997.0,27067.0,16335.0,42847.0,302.0,4198.0,-12994.0,-1843.0,38395.0,4552.0,-3638.0,7640.0,-419.0,-32470.0,3595.0,2600.0,24427.0,-9095.0,3288.0,-7752.0,-4469.0,946.0,-26646.0,-5217.0,2427.0,1247.0,6151.0,-5768.0,161.0,-1479.0,-280.0,-179.0,955.0,4944.0,5718.0,-621.0,-15446.0,12200.0,-4339.0,764.0,3101.0,57092.0,9577.0,-470.0,-7367.0,-2444.0,-2022.0,7905.0,-72.0,-2860.0,4437.0,-1181.0,12037.0,659.0,146.0,27214.0
