6483,2240,2777,141
24701.0,109218.0,74588.0,30846.0
23493.0,116385.0,104290.0,31921.0
24533.0,112921.0,94582.0,28158.0
24089.0,111141.0,149629.0,39212.0
25605.0,118734.0,160809.0,49537.0
25667.0,140673.0,155811.0,60363.0
24959.0,115079.0,76810.0,47259.0
24878.0,118763.0,75703.0,60942.0
24968.0,129842.0,95795.0,61820.0
24041.0,103110.0,84869.0,41268.0
25151.0,116056.0,86338.0,32945.0
26508.0,120771.0,113574.0,58376.0
25942.0,111227.0,108800.0,38416.0
25855.0,120270.0,171450.0,37959.0
26966.0,145324.0,136239.0,57845.0
26309.0,141682.0,187763.0,38573.0
26568.0,121798.0,144888.0,22084.0
26053.0,116392.0,122973.0,32370.0
25234.0,119853.0,116227.0,22850.0
23584.0,124305.0,120418.0,24864.0
25208.0,101126.0,108653.0,31627.0
25896.0,123511.0,169774.0,34435.0
25380.0,112000.0,107965.0,20453.0
24016.0,125307.0,124841.0,24710.0
25627.0,122438.0,129546.0,38901.0
61627.0,210366.0,217127.0,32053.0
60823.0,221764.0,249944.0,48609.0
61537.0,224308.0,261514.0,29925.0
61101.0,215317.0,294815.0,58373.0
61199.0,222558.0,269976.0,96973.0
62427.0,221639.0,348060.0,54100.0
60778.0,220573.0,260966.0,58180.0
60477.0,239860.0,346005.0,57683.0
62486.0,218871.0,234387.0,63307.0
61463.0,225660.0,234244.0,27833.0
60341.0,226736.0,202074.0,44182.0
60925.0,224293.0,260746.0,68209.0
61138.0,239193.0,261452.0,42854.0
59822.0,209429.0,229792.0,55836.0
60477.0,226294.0,158390.0,24466.0
60813.0,214134.0,138691.0,18128.0
60049.0,227270.0,240997.0,39730.0
60590.0,212413.0,182893.0,42853.0
60584.0,211467.0,188183.0,50154.0
61184.0,216969.0,244088.0,44631.0
61729.0,210703.0,253678.0,56186.0
61016.0,226989.0,193463.0,75141.0
61642.0,228065.0,299476.0,42209.0
60892.0,226282.0,248566.0,72802.0
