5913,5523,4444,2777,2433
38590.0,63268.0,70835.0,48336.0,36441.0
38407.0,61703.0,82474.0,62101.0,45842.0
40306.0,62213.0,49913.0,48373.0,38238.0
38303.0,63762.0,47964.0,53297.0,35392.0
39415.0,59139.0,58764.0,88616.0,36162.0
37791.0,64359.0,50435.0,77569.0,26787.0
39296.0,66603.0,64625.0,20113.0,48950.0
38082.0,65849.0,51362.0,39526.0,35992.0
39704.0,59793.0,48019.0,47696.0,36363.0
38556.0,60201.0,46554.0,46905.0,46371.0
38364.0,64862.0,51930.0,32717.0,21163.0
37877.0,64680.0,50289.0,41565.0,53906.0
38368.0,67517.0,67977.0,32519.0,26042.0
37480.0,60889.0,44398.0,99548.0,36332.0
37880.0,62655.0,8237.0,63338.0,35323.0
40514.0,65446.0,-4551.0,98058.0,40457.0
39073.0,69530.0,55720.0,46815.0,19393.0
37089.0,60732.0,52978.0,35979.0,23272.0
37742.0,66880.0,54000.0,37680.0,20361.0
37546.0,61405.0,49054.0,40346.0,32165.0
37737.0,69073.0,83416.0,45831.0,22606.0
38867.0,55228.0,-25164.0,101341.0,24762.0
39391.0,65395.0,40520.0,37033.0,17124.0
39827.0,67591.0,53339.0,48316.0,41548.0
40048.0,61202.0,38889.0,68118.0,34018.0
-11170.0,-6832.0,-80181.0,164433.0,46744.0
-11913.0,1246.0,-108691.0,204077.0,55663.0
-11404.0,-6426.0,-71802.0,204635.0,33232.0
-12626.0,-898.0,-78210.0,219463.0,50736.0
-12913.0,-5363.0,-91051.0,225340.0,38321.0
-13959.0,-2901.0,-135917.0,326638.0,31207.0
-11541.0,-4456.0,-84779.0,156903.0,46178.0
-10577.0,-3395.0,-103878.0,319628.0,59543.0
-12109.0,728.0,-91486.0,176472.0,72942.0
-12949.0,-684.0,-98559.0,125650.0,84651.0
-12972.0,-501.0,-83523.0,112884.0,43986.0
-12606.0,-4197.0,-98087.0,181805.0,63028.0
-12759.0,-3351.0,-108521.0,174146.0,40087.0
-9320.0,4876.0,-40650.0,120152.0,35387.0
-11815.0,-4827.0,-45529.0,95287.0,17459.0
-12438.0,-1658.0,-51999.0,42827.0,26949.0
-12300.0,-6273.0,-88854.0,139820.0,23812.0
-11878.0,1014.0,-60528.0,96319.0,14013.0
-11382.0,-2971.0,-68823.0,58400.0,31477.0
-12159.0,-266.0,-76616.0,212010.0,50482.0
-11078.0,1821.0,-52014.0,138450.0,30174.0
-11345.0,-251.0,-71528.0,152940.0,47573.0
-12582.0,-6599.0,-120978.0,296044.0,52601.0
-12253.0,-3108.0,-78117.0,125926.0,38157.0
