11296,6270,9083,6336,4215,7085,4102
77893.79999999992,54095.8,135209.69999999998,76481.69999999997,107830.19999999997,87408.00000000001,37306.5
77701.0,55878.0,137218.0,76980.0,135491.0,124666.0,43562.0
77818.0,52240.0,118368.0,46403.0,59677.0,65251.0,16890.0
77539.0,54348.0,141835.0,73270.0,126531.0,123094.0,24090.0
78329.0,55787.0,136003.0,75532.0,104972.0,121153.0,41725.0
76683.0,55378.0,135915.0,73427.0,136188.0,122143.0,37858.0
77432.0,54494.0,132491.0,71710.0,135105.0,92388.0,44025.0
75901.0,53126.0,137968.0,63996.0,126519.0,114331.0,35356.0
78726.0,55741.0,139038.0,70453.0,101240.0,94276.0,30750.0
77419.0,55956.0,134568.0,73416.0,104204.0,116938.0,40454.0
78471.0,54790.0,139550.0,61767.0,112734.0,114392.0,48673.0
77217.0,54270.0,132548.0,83749.0,134835.0,107737.0,19559.0
79003.0,56064.0,130681.0,72330.0,123051.0,136150.0,35133.0
78111.0,55328.0,136987.0,71338.0,127925.0,129930.0,45841.0
77486.0,54806.0,128709.0,69666.0,116999.0,106033.0,31352.0
77570.0,57177.0,135634.0,66361.0,106341.0,105966.0,19484.0
79117.0,56408.0,139389.0,71995.0,118966.0,120428.0,37392.0
78206.0,52268.0,122389.0,59647.0,109513.0,107459.0,34755.0
78864.0,54027.0,140705.0,77056.0,147323.0,142612.0,32185.0
76296.0,56419.0,137947.0,68595.0,98434.0,126975.0,42098.0
78234.0,56700.0,142444.0,61219.0,76894.0,82038.0,19743.0
78216.0,54296.0,137159.0,73955.0,127540.0,110202.0,26515.0
78507.0,56232.0,140708.0,65397.0,131723.0,99470.0,37270.0
77535.0,53254.0,131204.0,70134.0,85324.0,63887.0,13114.0
16206.0,19281.0,57841.0,18778.0,66828.0,66617.0,19932.0
15926.0,19268.0,63232.0,14985.0,53799.0,43653.0,6668.0
13951.0,17969.0,59804.0,22616.0,49760.0,61896.0,21957.0
14948.0,17559.0,60855.0,33369.0,59546.0,74586.0,28230.0
15419.0,18962.0,68867.0,33872.0,70846.0,67252.0,16624.0
17245.0,16957.0,47736.0,18307.0,52183.0,51811.0,13754.0
13728.0,16770.0,57071.0,23141.0,51472.0,51946.0,14841.0
16037.0,14749.0,67540.0,22419.0,51182.0,59785.0,22203.0
15696.0,19199.0,69515.0,21524.0,59838.0,31249.0,19172.0
16309.0,15448.0,53760.0,18116.0,31713.0,92269.0,26953.0
15728.0,15642.0,67653.0,22478.0,45118.0,51102.0,10176.0
16244.0,16998.0,64239.0,34194.0,86314.0,101685.0,27294.0
15139.0,19108.0,53125.0,29968.0,70452.0,80005.0,31512.0
16119.0,17733.0,62085.0,26195.0,75366.0,85758.0,26956.0
15523.0,18491.0,61542.0,35177.0,77309.0,63895.0,30118.0
15376.0,16808.0,56801.0,14160.0,52898.0,68883.0,25834.0
16390.0,17907.0,53415.0,10815.0,19648.0,71790.0,12409.0
15264.0,18355.0,62665.0,35765.0,69583.0,100505.0,52663.0
17526.0,13897.0,74685.0,38407.0,92488.0,115819.0,20384.0
16061.0,17083.0,55053.0,20841.0,57531.0,96197.0,24855.0
7160.0,24259.0,78194.0,28851.0,35925.0,67954.0,12957.0
17237.0,361.0,51823.0,19819.0,58534.0,46326.0,7074.0
20473.0,2832.0,83606.0,18422.0,59320.0,71049.0,12986.0
16068.0,4905.0,46842.0,12011.0,24158.0,54462.0,8398.0
17074.0,24411.0,55952.0,22722.0,52067.0,48434.0,10170.0
16856.0,41763.0,52827.0,30174.0,31557.0,47783.0,9424.0
10831.0,8151.0,56150.0,12515.0,33965.0,48692.0,9078.0
13072.0,7850.0,77153.0,17666.0,45377.0,49893.0,8079.0
14809.0,14381.0,39566.0,15124.0,45869.0,53940.0,9753.0
2057.0,18857.0,29711.0,30130.0,21842.0,44375.0,13974.0
19952.0,12441.0,38270.0,11330.0,56835.0,56404.0,26335.0
17983.0,23357.0,71716.0,37745.0,40679.0,85003.0,9656.0
33159.0,30458.0,66363.0,40534.0,67546.0,56297.0,9477.0
24289.0,3057.0,45563.0,26144.0,61604.0,51227.0,11238.0
40158.0,22505.0,42943.0,31750.0,39340.0,60506.0,13047.0
21171.0,20246.0,40297.0,29389.0,69599.0,58628.0,9738.0
51287.0,33078.0,53044.0,61647.0,61034.0,89089.0,10706.0
34121.0,14217.0,50224.0,18706.0,62540.0,45359.0,6559.0
38367.0,32074.0,77100.0,59108.0,86503.0,62223.0,10615.0
29055.0,-4422.0,60950.0,67054.0,103115.0,93599.0,10233.0
16568.0,18372.0,28799.0,28477.0,66560.0,57946.0,8943.0
28127.0,21125.0,81740.0,42079.0,63632.0,94308.0,8476.0
16894.0,37759.0,60212.0,16686.0,31854.0,58417.0,7875.0
27528.0,27688.0,65337.0,26655.0,15193.0,42162.0,8369.0
22666.0,20576.0,43605.0,29407.0,64823.0,72050.0,10060.0
30222.0,18824.0,34765.0,24475.0,55314.0,45930.0,7908.0
13011.0,21338.0,44807.0,14344.0,23220.0,54341.0,8404.0
30632.0,28996.0,53170.0,11005.0,58960.0,53775.0,11811.0
