1118,3633,9667,8584,7753,9831,6047,8936,9111,6336,6412,1175,2758,2857,6719,12011,11642,8624,5829,6668,8732,5527,2848,2517,8696,5133,9074,3308,8267,12001
47007.700000000004,46850.09999999998,57303.300000000025,33412.9,201.30000000000007,-37448.80000000002,58772.3,83262.30000000005,118929.20000000004,28950.89999999999,-24848.199999999997,11571.200000000003,-33257.3,-20466.800000000014,92632.09999999999,-16542.1,-6908.799999999999,-18830.400000000016,78897.2,619.8,-10161.099999999999,56757.50000000001,4269.0,-10647.699999999999,41586.9,-16520.3,5381.2,46600.49999999999,18278.4,2846.2
48637.0,60055.0,86949.0,29303.0,-1748.0,-29729.0,89334.0,84462.0,118097.0,44400.0,-31771.0,18134.0,-41834.0,-19315.0,107848.0,-14444.0,-6027.0,-19517.0,94866.0,330.0,-2376.0,60268.0,-3637.0,-1139.0,62564.0,-17590.0,6650.0,75936.0,28296.0,8500.0
18719.0,23776.0,42002.0,14840.0,619.0,-22451.0,21043.0,40737.0,33063.0,11676.0,-20962.0,3360.0,-25597.0,-17404.0,44582.0,-7525.0,690.0,-12293.0,35285.0,618.0,3533.0,24131.0,3546.0,38278.0,13752.0,-19663.0,5242.0,15155.0,7947.0,1789.0
49479.0,61471.0,71614.0,38166.0,1029.0,-36582.0,60229.0,85313.0,116646.0,25995.0,-15103.0,20207.0,-40127.0,-27478.0,105325.0,-13576.0,3759.0,-9281.0,95409.0,976.0,-1436.0,69484.0,-2582.0,-13534.0,57352.0,-11519.0,7299.0,51436.0,23688.0,7260.0
45557.0,52282.0,83238.0,26302.0,-562.0,-25382.0,34833.0,73429.0,84391.0,43549.0,-16989.0,8901.0,-35809.0,-18216.0,75194.0,-6432.0,-249.0,-13405.0,71204.0,2011.0,2848.0,56496.0,4540.0,19194.0,76819.0,-31553.0,5497.0,71146.0,28233.0,8182.0
41089.0,57281.0,87606.0,34249.0,-800.0,-35947.0,88183.0,84788.0,86505.0,45289.0,-32920.0,20007.0,-39688.0,-32744.0,81365.0,-12128.0,423.0,-18332.0,65225.0,587.0,-1006.0,54321.0,-5285.0,-9862.0,45509.0,-8591.0,2446.0,52782.0,23102.0,5726.0
49225.0,61073.0,87795.0,42601.0,-1965.0,-34281.0,88906.0,81011.0,118656.0,45496.0,-32655.0,4953.0,-41895.0,-33116.0,106325.0,-19979.0,5675.0,-18264.0,98638.0,446.0,-7559.0,56732.0,-2474.0,-13240.0,61724.0,-7351.0,4331.0,60739.0,30037.0,4738.0
40436.0,54387.0,66805.0,31769.0,-469.0,-24609.0,70168.0,84445.0,97427.0,31649.0,-30895.0,9030.0,-25009.0,-32563.0,93647.0,-10468.0,8915.0,-11018.0,87721.0,1711.0,1103.0,66853.0,-9873.0,10743.0,51544.0,-13088.0,10647.0,60536.0,28749.0,10477.0
44764.0,59331.0,87320.0,27834.0,-1410.0,-37318.0,56512.0,84179.0,84723.0,17275.0,-31817.0,6848.0,-42235.0,-26249.0,108171.0,-18920.0,-3209.0,-17823.0,82864.0,569.0,6700.0,62004.0,-11683.0,-9692.0,28332.0,-13244.0,-68.0,59448.0,59925.0,2230.0
33112.0,47372.0,83991.0,25831.0,2550.0,-37651.0,43664.0,85344.0,92907.0,37990.0,-28979.0,20217.0,-23499.0,-13594.0,109651.0,-6229.0,8923.0,-10052.0,74351.0,447.0,15038.0,63981.0,-6906.0,1173.0,68299.0,-8855.0,538.0,86128.0,32613.0,8316.0
47399.0,64509.0,72233.0,42412.0,-1551.0,-37526.0,91098.0,84088.0,116294.0,35426.0,-32970.0,12614.0,-35283.0,-22122.0,109123.0,-17721.0,3861.0,-13992.0,94286.0,758.0,-8391.0,74397.0,-9380.0,6341.0,77655.0,-5163.0,4223.0,63739.0,30626.0,21301.0
48202.0,57010.0,54488.0,26832.0,-1218.0,-37689.0,42146.0,75325.0,107998.0,33101.0,-28303.0,10918.0,-34651.0,-22556.0,87007.0,-11873.0,2443.0,-14292.0,79804.0,616.0,954.0,60402.0,-1642.0,12927.0,46433.0,-5950.0,1819.0,35987.0,17245.0,10672.0
