1315,11296,325,985,1235,12341,12429,269,7377,11072
23087.100000000013,33660.49999999998,68940.19999999997,107438.59999999998,56708.5,61972.19999999999,39127.59999999999,64043.99999999999,15671.0,19088.8
28308.0,29270.0,73392.0,110281.0,58225.0,67462.0,34303.0,54453.0,17445.0,25425.0
30677.0,22931.0,93260.0,133954.0,58568.0,82296.0,24003.0,118341.0,9313.0,39320.0
22650.0,32015.0,80321.0,118106.0,57858.0,80652.0,8188.0,59764.0,18800.0,16759.0
31349.0,28504.0,87219.0,132241.0,98061.0,87844.0,50365.0,81202.0,19536.0,27281.0
24114.0,31053.0,94869.0,125823.0,52493.0,62543.0,22140.0,62440.0,21106.0,27461.0
30531.0,34855.0,89288.0,131796.0,65007.0,71788.0,33468.0,83424.0,19284.0,23754.0
26407.0,30274.0,97141.0,117101.0,69224.0,73929.0,24775.0,77360.0,15397.0,31064.0
23308.0,27281.0,94187.0,121564.0,53670.0,71825.0,15355.0,83758.0,18636.0,29385.0
24363.0,30404.0,90056.0,122714.0,55074.0,68861.0,6556.0,47985.0,18140.0,30881.0
29233.0,32214.0,78189.0,123538.0,56080.0,67270.0,10667.0,64576.0,15810.0,26396.0
26774.0,31107.0,86734.0,121766.0,61173.0,70490.0,13610.0,58714.0,21134.0,25506.0
25816.0,26407.0,90041.0,124569.0,71901.0,82362.0,58194.0,92840.0,21232.0,31606.0
24797.0,30216.0,94344.0,126660.0,51711.0,72418.0,18318.0,62788.0,16885.0,20721.0
25195.0,30589.0,100856.0,131966.0,68207.0,82921.0,38077.0,82786.0,9922.0,29586.0
25311.0,29942.0,103363.0,116177.0,43960.0,64848.0,1785.0,47999.0,7222.0,25106.0
26019.0,32728.0,85880.0,122417.0,69622.0,77857.0,27682.0,49785.0,20811.0,15318.0
18686.0,27307.0,76277.0,124839.0,40996.0,63518.0,597.0,69442.0,14209.0,24579.0
26472.0,32349.0,78932.0,116622.0,67380.0,77835.0,20830.0,65139.0,16690.0,30738.0
27064.0,30353.0,97002.0,137063.0,69550.0,92753.0,31545.0,69285.0,17736.0,33684.0
22471.0,30123.0,96705.0,124623.0,64912.0,70537.0,18500.0,69260.0,9138.0,19965.0
24480.0,28696.0,74424.0,124194.0,63468.0,73321.0,31136.0,90003.0,16318.0,32464.0
25361.0,34422.0,84625.0,121006.0,71233.0,81857.0,39571.0,84697.0,12855.0,31169.0
25677.0,23966.0,94798.0,116776.0,37325.0,60296.0,-1535.0,68975.0,18127.0,30772.0
24551.0,-4319.0,82272.0,129141.0,58180.0,75508.0,21822.0,57610.0,6789.0,30269.0
27019.0,-5531.0,90482.0,140192.0,93149.0,83397.0,39850.0,100827.0,6240.0,25586.0
23696.0,423.0,91414.0,132610.0,64111.0,69650.0,41881.0,58239.0,5657.0,24608.0
30074.0,-1085.0,101428.0,132924.0,70157.0,84015.0,51901.0,89417.0,11857.0,32233.0
20530.0,1111.0,90374.0,127066.0,60438.0,66113.0,7502.0,38384.0,10273.0,16986.0
24474.0,-4492.0,82327.0,131170.0,84675.0,81648.0,29630.0,77213.0,6887.0,23770.0
33819.0,-8341.0,86859.0,130761.0,78409.0,85187.0,63536.0,97486.0,5611.0,28003.0
24577.0,-10388.0,85269.0,127330.0,72824.0,72494.0,22777.0,81504.0,9993.0,32344.0
28856.0,-1770.0,76840.0,129754.0,91656.0,72765.0,9531.0,77228.0,5689.0,42593.0
22798.0,-5683.0,86751.0,137741.0,99279.0,78301.0,28815.0,71547.0,7629.0,28049.0
29035.0,1272.0,90935.0,128434.0,64298.0,74193.0,2088.0,99615.0,10439.0,23742.0
24303.0,-3270.0,87191.0,123317.0,63745.0,70510.0,44969.0,74490.0,12296.0,32564.0
28075.0,-10239.0,95030.0,134534.0,88687.0,78586.0,43352.0,67288.0,9437.0,30588.0
22632.0,-2345.0,97242.0,124332.0,46614.0,66812.0,3410.0,48445.0,7648.0,27355.0
25876.0,-5348.0,88264.0,141390.0,84414.0,81109.0,39016.0,58902.0,16140.0,26767.0
27680.0,-8036.0,96702.0,135869.0,85978.0,74999.0,49893.0,74410.0,3630.0,33722.0
27459.0,-6860.0,113476.0,159880.0,126478.0,91425.0,63697.0,58781.0,4403.0,31205.0
28484.0,-6598.0,82100.0,129174.0,67574.0,62288.0,37957.0,83766.0,8471.0,24187.0
29403.0,-2675.0,104123.0,137169.0,70366.0,81896.0,48757.0,90094.0,20388.0,31978.0
20308.0,-7613.0,58987.0,115470.0,66676.0,61080.0,30023.0,58360.0,13623.0,15173.0
68983.0,-6245.0,185911.0,184668.0,158896.0,120625.0,57574.0,101240.0,1419.0,33827.0
69203.0,-7167.0,180232.0,177091.0,114824.0,120268.0,61268.0,125207.0,8145.0,44402.0
69483.0,-1663.0,164043.0,167245.0,115148.0,97724.0,52405.0,83398.0,9028.0,28967.0
70065.0,-5713.0,178981.0,188016.0,143709.0,108062.0,63955.0,98695.0,2301.0,31853.0
67937.0,-6735.0,168471.0,167871.0,126217.0,102367.0,57545.0,123251.0,2601.0,38401.0
69262.0,-6320.0,176285.0,173442.0,125548.0,102328.0,59377.0,110616.0,9651.0,34442.0
67989.0,-7521.0,173594.0,174455.0,131093.0,113320.0,54904.0,89887.0,1406.0,31780.0
68672.0,-10527.0,184184.0,183007.0,134781.0,82662.0,39461.0,56918.0,385.0,37918.0
68849.0,-8101.0,173227.0,174454.0,123171.0,96270.0,51216.0,90270.0,4691.0,33115.0
68458.0,-4935.0,168595.0,171429.0,125288.0,90980.0,61964.0,64402.0,2892.0,30536.0
68735.0,-5129.0,170114.0,168691.0,116325.0,93467.0,62311.0,80927.0,3266.0,10647.0
68943.0,-1089.0,184225.0,178715.0,127913.0,106643.0,50215.0,89114.0,5067.0,32336.0
68335.0,-10054.0,177332.0,163834.0,130700.0,109474.0,50435.0,92048.0,14774.0,26650.0
69903.0,-7406.0,183171.0,184713.0,145303.0,127330.0,68742.0,129471.0,13683.0,43811.0
69348.0,-3238.0,173276.0,176515.0,117487.0,108550.0,74138.0,123541.0,17694.0,43564.0
68577.0,-6228.0,170420.0,175390.0,130773.0,98909.0,78531.0,111316.0,16958.0,37256.0
68256.0,-8174.0,179907.0,182070.0,148553.0,132037.0,74481.0,121380.0,18979.0,37741.0
68769.0,-3820.0,168730.0,171030.0,104738.0,102469.0,56939.0,96331.0,20640.0,30885.0
70221.0,-8038.0,176469.0,171209.0,153991.0,119944.0,69896.0,101007.0,23525.0,34208.0
70179.0,-4349.0,172220.0,178720.0,169283.0,133416.0,75419.0,135981.0,11791.0,40796.0
69842.0,-7079.0,171522.0,172995.0,134020.0,99735.0,35014.0,99159.0,7229.0,20150.0
69981.0,-7689.0,178701.0,166719.0,152633.0,127617.0,73688.0,117194.0,8389.0,36782.0
69803.0,-6557.0,175784.0,169054.0,141317.0,115428.0,59153.0,105284.0,4287.0,34847.0
68718.0,-8372.0,173290.0,169948.0,158432.0,125184.0,65684.0,119966.0,1052.0,42066.0
68964.0,-10077.0,181810.0,173229.0,135970.0,104092.0,85674.0,124739.0,24152.0,34982.0
68372.0,-6821.0,176471.0,179099.0,123771.0,92753.0,42611.0,111271.0,12495.0,36401.0
69398.0,-7590.0,181286.0,188725.0,136896.0,106190.0,68614.0,87742.0,2182.0,21058.0
69427.0,-6549.0,171711.0,173401.0,119447.0,101299.0,61192.0,105739.0,14553.0,50118.0
