9740,10456,7665,2260,8936,317,5493,5579,11805,11228,7279,4409,5626,8584,4803,10074,8799,7231,1324,10894,8403,10186,11523,7968,12390,6992,2614,8909,4271,4518,10877,3437,3350,10474,9006,11642,5092,4228,8477,8790,703,8739,10446,9549,9048,6668,10887,813,7067,8322,7622,4953,7522,6284,5681,10470,8480
44649.299999999996,23290.799999999996,48508.200000000004,66781.5,7326.100000000013,-50105.5,52991.3,6251.7,34055.9,29233.3,63128.6,17539.600000000002,83436.4,37246.600000000006,74179.5,14987.100000000002,18930.2,7609.2,39171.100000000006,-13804.999999999995,28199.800000000003,-16129.899999999998,10161.9,36353.90000000001,66624.5,15364.7,-28477.800000000003,61034.100000000006,10990.199999999999,14201.600000000002,2261.9000000000005,-315.2000000000007,13925.699999999999,-7538.700000000002,5063.100000000007,-14047.3,34999.4,9370.700000000003,58984.1,-3348.8999999999996,-20720.1,15730.899999999998,13280.7,-22193.8,1480.4000000000005,17259.8,-18163.9,-513.4000000000003,-9144.400000000001,2865.2000000000003,4527.5999999999985,-2465.3,32051.100000000002,6041.1,14831.300000000001,1743.8999999999999,503.7
47378.0,23538.0,49229.0,81853.0,7677.0,-61173.0,61493.0,10332.0,42556.0,42784.0,93057.0,26470.0,88045.0,39701.0,83407.0,18187.0,18436.0,16189.0,49468.0,333.0,45979.0,-10200.0,15204.0,42915.0,73435.0,26291.0,-29446.0,68032.0,12122.0,25732.0,3019.0,-3239.0,15263.0,-2229.0,-667.0,-15305.0,46857.0,13803.0,67299.0,-1112.0,-35553.0,27201.0,18287.0,-37555.0,-2782.0,6713.0,-23263.0,-561.0,1255.0,8842.0,8414.0,-4305.0,17862.0,8039.0,18499.0,6980.0,740.0
26741.0,15517.0,14020.0,58315.0,-36234.0,-38776.0,27367.0,4045.0,13878.0,11051.0,21940.0,6338.0,32914.0,24003.0,47616.0,3824.0,6491.0,5371.0,15255.0,-46802.0,25874.0,-31846.0,5101.0,23932.0,35867.0,12130.0,-10864.0,26590.0,5348.0,3305.0,291.0,27126.0,5810.0,-4490.0,-22005.0,116.0,22994.0,6253.0,-130.0,-12652.0,20326.0,8025.0,6727.0,-8951.0,26865.0,40954.0,-2459.0,2054.0,-21450.0,-272.0,4742.0,-1978.0,59032.0,3698.0,3395.0,818.0,146.0
53035.0,20427.0,34435.0,91291.0,13257.0,-46369.0,51923.0,9360.0,31496.0,25528.0,62516.0,23684.0,81788.0,34965.0,80712.0,10856.0,7750.0,6929.0,37457.0,14833.0,43519.0,-18566.0,14184.0,25588.0,77996.0,34744.0,-22665.0,42886.0,21215.0,17782.0,764.0,610.0,17195.0,-8477.0,23910.0,6180.0,27000.0,15338.0,45634.0,6934.0,-24461.0,25857.0,14338.0,-32286.0,6003.0,13719.0,-24653.0,-1759.0,-3021.0,15380.0,7069.0,-2486.0,16576.0,5719.0,12983.0,-3832.0,602.0
54018.0,19813.0,21329.0,59099.0,-3560.0,-51136.0,34349.0,4959.0,41853.0,34878.0,41587.0,19183.0,41600.0,33150.0,45046.0,13675.0,10779.0,5669.0,44320.0,-42648.0,18623.0,-25972.0,5106.0,40426.0,65403.0,9863.0,-24209.0,43568.0,9279.0,9022.0,1844.0,16090.0,12469.0,-12105.0,-11659.0,1535.0,25907.0,6256.0,37811.0,-1119.0,-15167.0,16039.0,11381.0,-20104.0,14245.0,30961.0,-13002.0,1543.0,-14290.0,-923.0,9778.0,-1874.0,45559.0,2056.0,12517.0,-109.0,974.0
41170.0,14045.0,46078.0,74550.0,4425.0,-61734.0,52501.0,8395.0,37590.0,40804.0,67150.0,21435.0,66652.0,36057.0,69813.0,16177.0,13981.0,10794.0,47287.0,-873.0,26034.0,-22455.0,13026.0,33599.0,65049.0,16887.0,-29914.0,61980.0,11365.0,14420.0,844.0,4505.0,13237.0,-8749.0,7842.0,-14975.0,25983.0,14010.0,46997.0,901.0,-26869.0,18757.0,11715.0,-22233.0,-4458.0,20559.0,-15324.0,-573.0,-4065.0,4614.0,4652.0,-2443.0,30099.0,5814.0,15128.0,4076.0,734.0
63504.0,29616.0,53270.0,63723.0,8575.0,-62025.0,57567.0,9132.0,57139.0,32622.0,74614.0,24080.0,95416.0,56721.0,73049.0,22793.0,19525.0,9047.0,47544.0,9912.0,28450.0,-17226.0,14837.0,36064.0,60322.0,15228.0,-34175.0,71627.0,20807.0,20273.0,3657.0,-648.0,19239.0,-9495.0,16126.0,-17677.0,34063.0,11424.0,51827.0,116.0,-27718.0,20716.0,17231.0,-30841.0,-6604.0,24856.0,-23391.0,-929.0,-11015.0,5151.0,8671.0,-2849.0,37988.0,5150.0,9595.0,2305.0,1207.0
56675.0,20818.0,34242.0,63792.0,-2231.0,-54667.0,52164.0,8757.0,34317.0,26528.0,61339.0,23355.0,83718.0,48498.0,59953.0,16881.0,12682.0,8160.0,53548.0,1771.0,30272.0,-20328.0,9536.0,33778.0,67397.0,16140.0,-25816.0,62018.0,15150.0,18947.0,-164.0,7075.0,14911.0,-1570.0,1070.0,-17882.0,28267.0,11859.0,39112.0,-3377.0,-24567.0,19314.0,15858.0,-32237.0,3699.0,27400.0,-20635.0,569.0,-6884.0,4364.0,5373.0,-2145.0,23447.0,5394.0,10959.0,1710.0,1123.0
64681.0,19844.0,33469.0,66817.0,5681.0,-49449.0,56251.0,35746.0,39694.0,31432.0,56900.0,20566.0,80643.0,40602.0,60606.0,15856.0,9919.0,7328.0,44532.0,8489.0,25798.0,-18064.0,13616.0,24434.0,63624.0,28310.0,-24812.0,54710.0,12648.0,14140.0,3677.0,13601.0,17510.0,-6626.0,5294.0,-7391.0,25866.0,17422.0,19413.0,1073.0,-14616.0,19520.0,16241.0,-28087.0,-2592.0,26504.0,-18857.0,-456.0,2892.0,6365.0,4670.0,-2557.0,48034.0,6153.0,7887.0,2066.0,1185.0
