3192,4787,2061,4268,4136,5111,4979,7059,1614,1200,4022,1849,401,3177,5047,4274,1827,3103,2566,5812,2517,6132,1941,6456,1334,3946,3902,6959,1559,2978,6285,3326,3875,6896,834,2313,710,2056,3006,2544,4883,1198,3141,101,3096,3781,786,1663,1778,1768,3291,1394,6081,2613,6963,5672,4863,1172,2331,584,5221,2702,729,1942
1230.0,1391.0,-11018.0,20010.0,602.0,11682.0,-69082.0,11486.0,-3067.0,642.0,-3156.0,14782.0,-542.0,-21056.0,-1216.0,9285.0,1796.0,1255.0,2525.0,-7662.0,1580.0,-3420.0,-1382.0,3611.0,16215.0,-1285.0,10660.0,-8908.0,2980.0,335.0,-732.0,1354.0,2296.0,-5040.0,-375.0,-1568.0,-7217.0,-1491.0,-2679.0,-3269.0,-492.0,344.0,141.0,18741.0,220.0,-2907.0,648.0,-4516.0,-1773.0,-3305.0,8264.0,1902.0,-1233.0,1727.0,9218.0,-672.0,1725.0,-732.0,914.0,-15339.0,-4441.0,12638.0,2761.0,1747.0
1212.0,9590.0,-5327.0,7897.0,10323.0,7574.0,-42628.0,2166.0,16876.0,613.0,758.0,10843.0,-552.0,-12990.0,-180.0,-2981.0,492.0,3628.0,1408.0,-2375.0,1101.0,-3470.0,-501.0,2005.0,6679.0,-688.0,2709.0,-10951.0,346.0,93.0,-2369.0,4102.0,1506.0,-8245.0,-81.0,-7386.0,-325.0,-3847.0,-3335.0,1595.0,563.0,-740.0,-1907.0,25357.0,1576.0,-6626.0,121.0,-7742.0,-710.0,700.0,-16328.0,1576.0,-1587.0,795.0,9432.0,-1218.0,2092.0,389.0,2026.0,-14195.0,-7501.0,14422.0,2151.0,3188.0
553.0,1406.0,-11463.0,19017.0,-510.0,11826.0,-49605.0,-2562.0,2260.0,311.0,-3647.0,13367.0,-690.0,-14626.0,-1509.0,92.0,2662.0,1100.0,1814.0,-6186.0,-452.0,-828.0,-2159.0,2112.0,18984.0,-294.0,3235.0,-12287.0,4524.0,1271.0,-2421.0,4367.0,3432.0,-2103.0,902.0,-3631.0,-488.0,-1604.0,-2268.0,-4193.0,-1715.0,-4083.0,-2350.0,17077.0,377.0,-4497.0,493.0,-11597.0,719.0,-710.0,-2250.0,4060.0,-2594.0,2037.0,4269.0,-566.0,2581.0,-1342.0,-2901.0,-18102.0,-2154.0,10665.0,3627.0,4862.0
1317.0,1683.0,-9097.0,18764.0,-754.0,9409.0,-58745.0,-1924.0,3503.0,16.0,-5278.0,10713.0,206.0,-16588.0,-4604.0,1230.0,2211.0,1067.0,697.0,3397.0,1166.0,72.0,-1082.0,1242.0,19719.0,-829.0,2515.0,-11453.0,2890.0,-1194.0,-773.0,4265.0,-1601.0,-2119.0,1817.0,6718.0,-1938.0,-1817.0,-1098.0,33.0,-1130.0,484.0,-2071.0,23835.0,11.0,-3002.0,271.0,-7364.0,-56.0,-619.0,222.0,1949.0,547.0,1535.0,4736.0,-1105.0,1170.0,-1338.0,2108.0,-16780.0,-1130.0,13516.0,1803.0,2322.0
1245.0,3025.0,-6934.0,16585.0,15948.0,7076.0,-60750.0,-5304.0,3888.0,-727.0,-3395.0,12036.0,-213.0,-14825.0,-3041.0,238.0,2099.0,-613.0,3331.0,4986.0,625.0,-2873.0,-1559.0,2678.0,21869.0,-925.0,5426.0,-15303.0,3832.0,-1264.0,604.0,3096.0,1266.0,-2031.0,-1635.0,10060.0,-2069.0,-1720.0,-769.0,-694.0,-1621.0,-4111.0,-4230.0,22627.0,2139.0,-988.0,275.0,-9024.0,801.0,-337.0,3054.0,4722.0,-3211.0,30.0,3185.0,1284.0,2318.0,579.0,-700.0,-16076.0,-505.0,13135.0,1096.0,2988.0
1339.0,617.0,-7915.0,10961.0,2570.0,6598.0,-42183.0,-6999.0,6963.0,465.0,-3300.0,8491.0,-66.0,-9314.0,-1641.0,384.0,1318.0,3105.0,1411.0,-9184.0,-307.0,-417.0,-719.0,853.0,14323.0,-590.0,-203.0,-17235.0,2165.0,351.0,-466.0,4643.0,961.0,-1442.0,1150.0,-4396.0,-1164.0,-323.0,-1747.0,-1915.0,-484.0,-2614.0,-1179.0,19083.0,945.0,-3599.0,288.0,-5659.0,-1105.0,29.0,-3824.0,932.0,234.0,2241.0,2029.0,-996.0,1466.0,-412.0,801.0,-17947.0,-1496.0,6766.0,1690.0,3743.0
1419.0,1221.0,-5888.0,17185.0,3061.0,11150.0,-49043.0,-3830.0,13098.0,310.0,-4718.0,2009.0,1680.0,-12176.0,-528.0,5222.0,1911.0,3293.0,333.0,1660.0,1126.0,5525.0,-1674.0,248.0,10754.0,-2146.0,2030.0,-9790.0,918.0,52.0,1614.0,1519.0,-4229.0,-2601.0,-267.0,826.0,-331.0,652.0,-2792.0,-638.0,803.0,125.0,99.0,27531.0,1589.0,-4947.0,-58.0,-3117.0,-1800.0,-7.0,-1170.0,787.0,581.0,2082.0,3265.0,-1081.0,572.0,-1922.0,2610.0,-19520.0,-3939.0,6297.0,2901.0,2093.0
-651.0,1728.0,-9732.0,14076.0,-1139.0,15214.0,-53342.0,-1587.0,6279.0,49.0,-4493.0,8880.0,2290.0,-20962.0,-3004.0,6037.0,2994.0,2592.0,63.0,4827.0,1199.0,-3466.0,-675.0,-189.0,18281.0,-661.0,9124.0,-11859.0,4284.0,-22.0,1237.0,4534.0,-141.0,-2568.0,2431.0,-1465.0,-2444.0,-1295.0,-4213.0,2006.0,926.0,2799.0,-546.0,19870.0,-115.0,-2962.0,553.0,-1977.0,-2811.0,-937.0,4968.0,1769.0,2841.0,2733.0,8390.0,-1966.0,1772.0,-2746.0,2667.0,-14878.0,-3484.0,11853.0,2153.0,2079.0
1098.0,1261.0,-14232.0,16497.0,1869.0,8769.0,-58734.0,-6301.0,1480.0,44.0,-4794.0,18249.0,588.0,-19486.0,-2780.0,-1705.0,1233.0,241.0,3096.0,3245.0,858.0,1937.0,-3592.0,3440.0,20189.0,883.0,8553.0,-20327.0,4053.0,473.0,1007.0,2518.0,4790.0,-1153.0,2095.0,-3486.0,-262.0,-2946.0,-1297.0,-3228.0,-1172.0,3570.0,-4292.0,32751.0,1035.0,-3820.0,820.0,-9844.0,816.0,-81.0,-6535.0,5026.0,-775.0,1916.0,3205.0,245.0,2203.0,-1042.0,-1618.0,-17520.0,853.0,14063.0,1556.0,6142.0
